Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
まで,Nまで＜目的地＞,N5,①バスに乗らずに駅まで歩いて行くことにした。,"この資料を会議室まで運んでいただけますか。","この資料を","会議室","まで","運んで","いただけます","か。","Để nhờ vả đồng nghiệp một cách lịch sự, cấu trúc kính ngữ 「～ていただけますか」 được sử dụng ở cuối câu. Danh từ chỉ địa điểm 「会議室」(phòng họp) kết hợp với trợ từ chỉ điểm đến 「まで」(đến) tạo thành cụm trạng ngữ chỉ phương hướng. Trình tự tự nhiên là bổ ngữ chỉ vật bị tác động 「この資料を」 -> địa điểm hướng tới 「会議室まで」 -> hành động và lời nhờ vả 「運んでいただけますか」."
まで,Nまで,N5,①3時まで勉強します。,"本日の会議は午後5時まで執務室で行われます。","本日の会議は","午後5時","まで","執務室で","行われ","ます。","Câu mô tả lịch trình họp công sở. Trợ từ chỉ thời hạn 「まで」(đến lúc) đi sau danh từ chỉ thời gian 「午後5時」. Trình tự logic: Chủ ngữ cuộc họp 「本日の会議は」 -> mốc thời gian giới hạn 「午後5時まで」 -> cụm trạng ngữ địa điểm 「執務室で」(tại văn phòng làm việc) -> động từ thể bị động trang trọng 「行われます」(được tổ chức)."
まで,V－るまで,N4,①あなたが帰ってくるまで、いつまでも待っています。,"部長が戻られるまで、こちらの応接室でお待ちください。","部長が","戻られる","まで、","こちらの応接室で","お待ち","ください。","Sử dụng tôn kính ngữ với cấp trên: 「戻られる」 là dạng tôn kính của 「戻る」. Động từ thể từ điển 「戻られる」 kết hợp trực tiếp với 「まで」 để chỉ giới hạn thời gian 'cho đến khi'. Tiếp theo là vị trí chờ đợi 「こちらの応接室で」 và cấu trúc yêu cầu lịch sự 「お待ちください」 (kính ngữ của 待ってください)."
まで,Nまで,N3,①近頃は子供ばかりか、いい年をしたおとなまでマンガを読んでいる。,"今回の障害は、一般社員のみならず役員まで頭を悩ませています。","今回の障害は、","一般社員","のみならず","役員","まで","頭を悩ませています。","Ngữ pháp 「Nまで」 thể hiện mức độ cực đoan (ngay cả, đến cả). Kết hợp với cấu trúc 「AのみならずBも/Bまで」(không chỉ A mà ngay cả B). Trình tự tự nhiên: Nguyên nhân 「今回の障害は」 -> Đối tượng thông thường 「一般社員のみならず」 -> Đối tượng bất ngờ, cấp cao hơn 「役員まで」 (đến cả ban giám đốc) -> trạng thái lo lắng 「頭を悩ませています」."
まで,V－るまでになる,N3,①苦労の甲斐あって、やっと日本語で論文が書けるまでになった。,"新人の鈴木君も、ようやく一人で商談を進められるまでになりました。","新人の鈴木君も、","ようやく","一人で","商談を","進められる","までになりました。","Cấu trúc 「V-るまでになる」 biểu thị một sự phát triển đạt đến một trạng thái cao hơn sau một quá trình (đã có thể làm gì đó). Động từ khả năng 「進められる」(có thể tiến hành/thương lượng) đi liền trước 「までになりました」. Cụm bổ nghĩa trạng từ 「ようやく」(cuối cùng thì) và cách thức 「一人で」(một mình) đứng trước để làm rõ sự tiến bộ trong công việc của nhân viên mới."
まで,V－るまで（のこと）もない,N2,①この程度の風邪なら、医者に行くまでのこともない。うまいものを食べて、一日ぐっすり眠れば治る。,"この程度の軽微なバグなら、わざわざ仕様書を修正するまでもありません。","この程度の","軽微なバグなら、","わざわざ","仕様書を","修正する","までもありません。","Cấu trúc 「V-るまでもない」 nghĩa là 'không cần thiết phải làm V (vì quá đơn giản hoặc hiển nhiên)'. Trình tự logic: Đưa ra giả định mức độ nhẹ 「この程度の軽微なバグなら」 -> phó từ nhấn mạnh sự cất công vô ích 「わざわざ」 -> hành động sửa tài liệu 「仕様書を修正する」 đi kèm dạng từ điển kết hợp trực tiếp với đuôi 「までもありません」."
まで,～までして ［Nまでして V－てまで,N2,①色々ほしいものはあるが三も借金までして買いたいとは思わない。,"健康を損なってまで、深夜まで残業をする必要はありません。","健康を","損なって","まで、","深夜まで","残業を","する必要はありません。","Cấu trúc 「V-てまで」 diễn tả việc làm một hành động cực đoan, quá mức để đạt được mục đích nào đó. Động từ 「損なう」(gây hại) chia thể 「て」 thành 「損なって」 kết hợp với 「まで」 để nhấn mạnh việc hy sinh sức khỏe. Theo sau đó là thời gian giới hạn 「深夜まで」, hành động 「残業をする」 và phủ định sự cần thiết 「する必要はありません」."
まで,V－るまでくのこと）だ,N1,①父があくまで反対するなら、家を出るまでのことだ。,"今回の企画案が却下されるなら、もう一度再考するまでのことです。","今回の","企画案が","却下されるなら、","もう一度","再考する","までのことです。","Cấu trúc 「V-るまでのことだ」 thể hiện quyết tâm hoặc thái độ xem việc đó là giải pháp duy nhất/không có gì to tát ('chỉ có cách làm V/cùng lắm thì làm V'). Điều kiện giả định 「企画案が却下されるなら」 đi trước làm tiền đề. Sau đó là phó từ 「もう一度」(một lần nữa) và động từ thể từ điển 「再考する」(cân nhắc lại) bổ nghĩa cho 「までのことです」."
まで,V－たまで（のこと）だ,N2,①そんなに怒ることはない。本当のことを言ったまでだ。,"私はプロジェクトの担当者として、当然の任務を果たしたまででございます。","私は","プロジェクトの","担当者として、","当然の","任務を果たした","まででございます。","Cấu trúc 「V-たまでだ」 diễn tả hành động chỉ dừng lại ở mức độ đó, không có ý đồ gì sâu xa khác ('chỉ đơn giản là...'). Động từ chia thể quá khứ 「果たした」(đã hoàn thành) đi kèm trợ từ 「まで」 và chuyển sang đuôi lịch sự cao trang trọng trong kinh doanh 「まででございます」. Cấu trúc danh từ 「担当者として」(với tư cách người phụ trách) đứng trước làm rõ bối cảnh."
まで,これ／それ までだ,N1,①いくらお金を貯めても、死んでしまえばそれまでだから、生きているうちに楽しんだ方がいい。,"どれほど優れた企画であっても、予算が確保できなければそれまでです。","どれほど","優れた","企画であっても、","予算が","確保できなければ","それまでです。","Cấu trúc 「それまでだ/です」 mang nghĩa 'thế là hết, coi như vô nghĩa, đến đó là chấm dứt'. Vế đầu đưa ra nhượng bộ giả định 「どれほど優れた企画であっても」(cho dù là kế hoạch xuất sắc thế nào đi nữa). Tiếp đến là điều kiện phủ định mang tính quyết định 「予算が確保できなければ」, dẫn trực tiếp đến kết luận thực tế đầy phũ phàng 「それまでです」."
まで,V－ないまでも,N1,①喜びはしないまでも、いやがりはしないだろう。,"全額の返金はできないまでも、一部の割引などは検討すべきです。","全額の","返金は","できないまでも、","一部の","割引などは","検討すべきです。","Cấu trúc 「V-ないまでも」 thể hiện ý nghĩa 'dù không đạt đến mức độ lý tưởng A, thì ít nhất cũng phải đạt mức độ B'. Động từ phủ định thể khả năng 「できない」 kết hợp với 「までも」 tạo thành vế nhượng bộ đầu tiên. Vế sau đề xuất một giải pháp tối thiểu khả thi 「一部の割引などは」 đi kèm lời khuyên mạnh mẽ 「検討すべきです」(nên xem xét)."
までに,［Nまでに V－るまでに,N4,①レポートは来週の木曜日までに提出して下さい。,"次回の打ち合わせまでに、企画書の修正案を作成しておきます。","次回の","打ち合わせ","までに、","企画書の","修正案を","作成しておきます。","Cấu trúc 「Nまでに」 thể hiện hạn chót phải thực hiện hành động trước một thời điểm nào đó. Danh từ chỉ sự kiện công sở 「打ち合わせ」(cuộc họp/trao đổi) đi trước trợ từ 「までに」. Theo sau là tân ngữ của hành động chuẩn bị 「企画書の修正案を」 và cấu trúc chuẩn bị trước 「V-ておきます」 (作成しておきます)."
まま,話しことばでは「まんま」とも言う。～ままだ Nのままだ Naなままだ A一いままだ V－たままだ,N4,①10年ぶりに会ったが、彼は昔のままだった。,"退職された先輩のデスクは、一週間整理されないままです。","退職された","先輩の","デスクは、","一週間","整理されない","ままです。","Cấu trúc 「V-ないままです」 thể hiện trạng thái giữ nguyên không thay đổi (ở đây là không được dọn dẹp). Chủ ngữ là bàn làm việc 「先輩のデスクは」. Tiếp theo là trạng từ thời gian 「一週間」(một tuần). Động từ thể phủ định 「整理されない」(không được dọn dẹp) kết hợp trực tiếp với danh từ 「まま」 và kết thúc bằng đuôi lịch sự 「です」."
まま,～まま（で） Nのまま（で） Naなまま（で） A－いまま（で） V－たまま（で）,N4,①日本のトマトは、煮たりしないで生のまま食べた方がうまい。,"パソコンの電源を入れたままで席を離れるのは、避けてください。","パソコンの","電源を","入れたままで","席を","離れるのは","避けてください。","Cấu trúc 「V-たまま」 diễn tả trạng thái giữ nguyên một hành động rồi thực hiện hành động khác. Động từ thể quá khứ 「入れた」(đã bật) kết hợp với 「まま」 cộng trợ từ chỉ trạng thái đi kèm 「で」. Tiếp sau là chủ ngữ phụ 「席を離れるのは」(việc rời khỏi chỗ) và lời khuyên ngăn cản lịch sự bảo mật văn phòng 「避けてください」."
まま,V－るまま（に）,N2,①足の向くまま、気の向くまま、ふらりと旅に出た。,"契約の条件は、相手側が要求するままに受け入れるわけにはいきません。","契約の","条件は、","相手側が","要求する","ままに","受け入れるわけにはいきません。","Cấu trúc 「V-るままに」 nghĩa là 'theo đúng như những gì V làm/yêu cầu'. Ở đây thể hiện việc thỏa hiệp thụ động theo yêu cầu của đối tác thương mại. Chủ ngữ của mệnh đề phụ là 「相手側が」, kết hợp động từ thể từ điển 「要求する」 và từ nối ngữ pháp 「ままに」. Tiếp theo là cấu trúc phủ định mạnh mẽ thể hiện lập trường đàm phán 「受け入れるわけにはいきません」."
まま,V－られるまま（に）,N2,①春の凰に誘われるままに、公園を散歩した。,"上司に指示されるままに動くのではなく、主体的に行動すべきです。","上司に","指示される","ままに","動くのではなく、","主体的に","行動すべきです。","Cấu trúc 「V-られるままに」 (thể bị động + ままに) nghĩa là 'làm theo một cách thụ động/bị cuốn theo'. Động từ bị động 「指示される」(được/bị chỉ thị) đi liền với trợ từ chỉ trạng thái thụ động 「ままに」. Theo sau là vế so sánh tương phản 「動くのではなく」 và trạng từ chỉ tính chủ động 「主体的に」(một cách chủ động) đi kèm lời khuyên 「行動すべきです」."
まま,～ままに なる／する V－たままに なる／する,N4,①暑いのでドアはあけたままにしておいてください。,"重要機密書類を、机の上に置いたままにしないように注意してください。","重要機密","書類を","机の上に","置いたままに","しないように","注意してください。","Cấu trúc 「V-たままにする」 nghĩa là 'để nguyên trạng thái V xảy ra mà không xử lý'. Để nhắc nhở bảo mật văn phòng, động từ thể quá khứ 「置いた」(đã đặt) kết hợp với cụm 「ままにしないように」(xin đừng để nguyên như thế). Sắp xếp theo thứ tự: Tân ngữ bổ nghĩa 「重要機密書類を」 -> vị trí 「机の上に」 -> hành động cấm đoán và nhắc nhở 「置いたままにしないように注意してください」."
まま,V－たままを,N2,①見たままを話してください。,"本日の商談で顧客から言われたままをメモに記録してください。","本日の","商談で","顧客から","言われたままを","メモに","記録してください。","Cấu trúc 「V-たままを」 nghĩa là 'giữ nguyên trạng thái/thông tin đúng như lúc đã V để làm hành động tiếp theo'. Ở đây, thông tin nhận được từ khách hàng 「言われた」(bị/được nói) được giữ nguyên vẹn thông qua cụm 「言われたままを」 đóng vai trò tân ngữ cho hành động ghi chép 「メモに記録してください」. Cụm bối cảnh 「本日の商談で」 đứng đầu câu."
まま,～がまま V－る／V－られる がまま,N1,①言われるがままに、はんこを押してしまった。,"先方の担当者に言われるがままに、不利な条件で合意してはいけません。","先方の","担当者に","言われるがままに、","不利な","条件で合意しては","いけません。","Cấu trúc 「V-られるがままに」 thể hiện sự nhu nhược, hoàn toàn tuân theo ý muốn hay sự sắp đặt của đối tác thương mại mà không có chủ kiến. Ở đây dùng dạng bị động 「言われる」(bị nói/yêu cầu) kết hợp với 「がままに」. Trình tự logic: Chủ thể tác động 「先方の担当者に」 -> Trạng thái bị động cuốn theo 「言われるがままに」 -> cách thức bất lợi 「不利な条件で」 -> hành động cấm đoán 「合意してはいけません」."
