Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
あと1,～あと　Nのあと　V－たあと,,①試験の後はいつも気分が落ち込む。,,,,,,,,
あと1,～あと（で／に）　Nのあと　で／に　V－たあと　で／に,,①田中さんにはお世話になったから、引っ越しの後で改めてお礼にうかがおう。,,,,,,,,
あと1,V－たあとから,,①募集を締め切ったあとから応募したいと言ってこられても困る。,,,,,,,,
あと2,あと,,①料理はこのくらいあれば十分ですね。あと、飲み物はこれで足りますか。,,,,,,,,
あと2,あと＋数量詞,,①その仕事を片づけるにはあと3日で十分です。,,,,,,,,
あとから,,,①あとから文句を言われても困るので、何か言いたいことがある人は今のうちに出してください。,,,,,,,,
あとで,,,①あとでまた電話します。,,,,,,,,
あとは～だけ,,,①メンバーはほとんどそろって、あとは田中さんだけなのだが、なぜか予定の時刻を過ぎても現れる気配がない。,,,,,,,,
あまり,話しことばで強めるときには「あんまり」となる。あまり／あんまり～ない　あまりNaではない　あまりA－くない　あまりV－ない,,①今はあまりおなかがすいていないので、ケーキはいりません。,,,,,,,,
あまり,あまりに（も）　あんまり（にも）,,①あまりにおかしくて涙が出た。,,,,,,,,
あまり,あまりのN　に／で,,①あまりの驚きに声も出なかった。,,,,,,,,
あまり,あまりに（も）～と　あんまり（にも）～と,,①あまりボリュームを上げると隣の人が文句を言いに来るから気をつけてね。,,,,,,,,
あまり,～あまり（に）Nのあまり（に）　V－るあまり（に）,,①母は悲しみのあまり、病の床に就いてしまった。,,,,,,,,
あまり,数量詞＋あまり,,①その会の出席者は100名あまりだった。,,,,,,,,
あらためる,R－あらためる,,①この文章の内容を子供向けに書き改めてくださいませんか。,,,,,,,,
あるいは,N（か）あるいはN,,①黒あるいは青のペンで記入してください。,,,,,,,,
あるいは,～か、あるいは,,①申し込み書類は、郵送するかあるいは事務所まで持参してください。,,,,,,,,
あるいは,あるいは～かもしれない,,①このぶんでは、明日はあるいは雪かもしれない。,,,,,,,,
あるいは,あるいは～あるいは,,①高校を卒業した学生たちは、あるいは進学し、あるいは就職し、それぞれの進路を歩み始める。,,,,,,,,
あるまじき～だ,NにあるまじきNだ,,①業者から金品を受け取るなど公務員にあるまじきことだ。,,,,,,,,
