Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
よう2,V－ようとも,①皆にどんなに反対されようとも決めたことは実行する。,,,,,,,,
よう2,V－ようとおもう,①お正月には温泉に行こうと思う。,,,,,,,,
よう2,V－ようとする＜直前＞,①時計は正午を知らせようとしている。,,,,,,,,
よう2,V－ようとする＜試み＞,①息子は東大に入ろうとしている。,,,,,,,,
よう2,V－ようと（も／は）しない,①うちの息子はいくら言っても勉強をしようとしない。,,,,,,,,
よう2,V－ようとはおもわなかった,①こんなことになろうとは思わなかった。,,,,,,,,
よう2,V－ようにもV－れない,①頭が痛くて、起きようにも起きられない。,,,,,,,,
ようするに,,①要するに、日本は官僚型政治だ。,,,,,,,,
ようだ1,ようだ,①この雪はまるで綿のようです。,,,,,,,,
ようだ1,V－る／V－た　かのようだ,①彼はなにも知らなかったかのように振る舞っていた。,,,,,,,,
ようだ1,～ように＜例示＞,①あの人のように英語がペラペラ話せたらいいのに。,,,,,,,,
ようだ1,～ようなN　＜例示＞,①風邪をひいたときは、みかんのようなビタミンCを多く含む果物を食べるといい。,,,,,,,,
ようだ1,～ように＜前置き＞,①ご存じのように、日本は人口密度の高い国です。,,,,,,,,
ようだ1,つぎのように／いかのように,①結果は次のようにまとめることができる。,,,,,,,,
ようだ2,Nのようだ　Naなようだ　A／V　ようだ　名詞やナ形容詞は「Nの／Naなようだ」のほかに、「N／Naだったようだ」「N／Naじゃないようだ」などの形もある。～ようだ＜推量＞,①あの人はこの大学の学生ではないようだ。,,,,,,,,
ようだ2,～ようなきがする　～ようなかんじがする,①ちょっと期待を裏切られたような気がする。,,,,,,,,
ようだ2,～ように　おもう／かんじる,①こちらのほうがお似合いになるように思います。,,,,,,,,
ようだ2,～ようでは,①こんな問題が解けないようではそれこそ困る。,,,,,,,,
ようだ2,～ようで（いて）,①一見やさしいようで、実際やってみると案外むずかしい。,,,,,,,,
ようだ2,～ようでもあり／～ようでもあるし,①僕の言ったことが彼には分かったようでもあり、全く理解していないようでもある。,,,,,,,,
