Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
べからず,V－るべからず,N1,①落書きするべからず。,,,,,,,,
べき,であるべき　A－くあるべき　V－るべき　文語の助動詞「べし」の活用形。現代語の表現では動詞の辞書形に付く。「する」には「するべき」と「すべき」の二つの形が使われる。～べきだ,N3,①学生は勉強す（る）べきだ。,,,,,,,,
べき,～べき　だった／ではなかった　V－る／V－ておく　べきだった,N3,①あの時買っておくべきだった。,,,,,,,,
べき,～べきN,N3,①外交政策について、議論すべきことは多い。,,,,,,,,
べく,V－るべく　文語の助動詞「べし」の連用形。書きことば的なかたい表現として現代語でも使われる。動詞の辞書形に付く。「する」は「するべく」と「すべく」の二つの形が使われるが「すべく」のほうがかたい感じがする。～べくV－た,N1,①大学に進むべく上京した。,,,,,,,,
べく,V～べくしてV－た,N1,①この機械の危険性は以前から何度も指摘されていた。この事故は起こるべくして起こったといえる。,,,,,,,,
べく,～べくもない,N1,①多勢に無勢では勝つべくもない。,,,,,,,,
べし,V－るべし,N1,①学生はすべからく勉強に励むべし。,,,,,,,,
へた,へた,N5,①字がへたなので、もっぱらワープロを愛用している。,,,,,,,,
へた,Nは～がへただ　NはNがへただ　NはV－るのがへただ,N5,①私は計算がへただ。,,,,,,,,
へた,へたに,N3,①このごろの機械は複雑だから、故障しても素人がへたにいじらない方がいい。,,,,,,,,
へた,へたをすると,N2,①A：試験はどうだった？B：それが、あまり良くなかったんだ。へたをすると、卒業できないかもしれないなあ。,,,,,,,,
べつだん,べつだん～ない,N3,①べつだん変わったことはない。,,,,,,,,
べつだん,べつだんのN,N2,①別段のご配慮をいただきたく存じます。,,,,,,,,
べつとして,Nはべつとして,N2,①中国語は別として、そのほかのアジアの言語となると学習する人が極端に少なくなる。,,,,,,,,
べつとして,～はべつとして　～かどうかはべつとして　疑問詞＋かはべつとして,N1,①将来役に立つかどうかは別として、学生時代にいろいろな分野の勉強をしておくことは、けっして無駄ではない。,,,,,,,,
べつに,べつに～ない,N4,①別に変わったことは何もない。,,,,,,,,
べつに,（～とは）べつに　Nとはべつに　Vのとはべつに,N3,①料金とは別に600円の送料が必要です。,,,,,,,,
べつに,Nベつに,N3,①クラス別に写真を撮った。,,,,,,,,
ぽい,,N3,①気が短くて怒りっぽい。,,,,,,,,
