Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ほう,～ほう＜方向＞　Nのほう　Vほう,N4,①京都の北のほうは冬には雪がずいぶん積もる。,,,,,,,,
ほう,～ほう＜一方＞　Nのほう　Naなほう　A／V　ほう,N4,①A：どちらになさいますか。B：じゃ、大きいほうをください。,,,,,,,,
ほう,～ほうが～より（も）,N5,①飛行機のほうが新幹線より速い。,,,,,,,,
ほう,どちらのほう,N5,①A：田中さんと井上さんとでは、どちらのほうが背が高いですか。B：田中さんの方が背が高いです。,,,,,,,,
ほう,V－ほうがいい＜忠告＞,N4,①僕が話すより、君が直接話す方がいいと思う。,,,,,,,,
ほう,～ほうかましだ＜選択＞　Nのほうがましだ　Naなほうがましだ　A一いほうがましだ　Vほうがましだ,N2,①A：テストとレポートとどっちがいい？B：レポートの方がましかな。,,,,,,,,
ほう,～ほうがよかった＜後悔＞　Nのほうがよかった　Naなほうがよかった　A／V　ほうがよかった,N3,①人に頼まないで自分でやった方がよかった。,,,,,,,,
ほうだい,R－（たい）ほうだい,N2,①近所の子供たちは、後片付けもせずに、家の中を散らかし放題に散らかして帰っていった。,,,,,,,,
ほうだい,R－ほうだい,N3,①バイキング料理というのは、同じ料金で食べほうだいの料理のことだ。,,,,,,,,
ほか,～ほか　Nのほか］　Naなほか　A／V　ほか,N3,①今日のパーティーには、学生のほかに先生方もお呼びしてある。,,,,,,,,
ほか,Nほか,N2,①田中他三名が出席します。,,,,,,,,
ほか,ほかに（は）,N4,①A：留守番ありがとう。何か変わったことはありませんでしたか。B：まちがい電話が一本かかってきただけで、ほかには何も変わったことはありませんでした。,,,,,,,,
ほか,ほかのN,N5,①石田さんに頼もうと思ったが、忙しそうなので、他の人に頼んだ。,,,,,,,,
ほか,～ほかはない,N3,①気は進まないが、上司の命令であるので従うほかはない。,,,,,,,,
ほか,～というほかはない,N2,①十分な装備を持たずに冬山に登るなど、無謀と言うほかはない。,,,,,,,,
ほか,～よりほかに～ない　～よりほかは～ない,N2,①田中さんよりほかに頼れる人はいない。,,,,,,,,
ほか,Nにほかならない,N1,①今回の優勝は彼の努力のたまものにほかならない。,,,,,,,,
ほか,ほかならないN／ほかならぬN,N1,①ほかならない彼の頼みなので、引き受けることにしました。,,,,,,,,
ほしい,「ほしい」には漢字「欲しい」が使われるが、「V－てほしい」はひらがなで書くことの方が多い。Nがほしい,N5,①もっと広い家が欲しい。,,,,,,,,
ほしい,NにV－てほしい,N4,①この展覧会には、たくさんの人に来てほしい。,,,,,,,,
