Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
まもなく,まもなく,①≪駅のアナウンス≫まもなく急行がまいります。,,,,,,,,
まもなく,V－ると／V－て　まもなく,①彼女は結婚してまもなく、夫の海外赴任についてアメリカヘ行ってしまった。,,,,,,,,
まるで,まるで,①今日は風が強くて、まるで台風みたいだ。,,,,,,,,
まるで,まるで～ない,①私は外国語はまるでだめなんです。,,,,,,,,
まわる,R－まわる,①この寒いのに子供達は外を定り回っている。,,,,,,,,
まんざら,まんざら～でもない　まんざら～ではない,①彼のことはまんざら知らないわけでもない。,,,,,,,,
まんざら,まんざらでもない,①子供のことをほめられて彼はまんざらでもないようすだった。,,,,,,,,
まんまと,,①やつにまんまと騙された。,,,,,,,,
みえる,～がみえる　Nがみえる　NがV－るのがみえる　NがV－ているのがみえる　NがV－るところがみえる　NがV－ているところがみえる,①晴れた日には、ここから富士山がよく見える。,,,,,,,,
みえる,Nがみえる,①今学期の彼の成績には、努力の跡が見える。,,,,,,,,
みえる,にみえる　～が　A－くみえる　～が　V－てみえる,①壁のしみが人の形に見える。,,,,,,,,
みえる,～そうにみえる　Naそうにみえる　A－そうにみえる　R－そうにみえる,①料理にパセリかなにか緑色のものを添えるとおいしそうに見える。,,,,,,,,
みえる,～ようにみえる　Nのようにみえる　Naなようにみえる　A－ようにみえる　Vようにみえる,①この宝石は猫の日のように見えるところから、キャッツアイという名前がついている。,,,,,,,,
みえる,～とみえる,①すぐに返事をしないところをみると、佐藤さんはあまり気が進まないとみえる。,,,,,,,,
みえる,～かにみえる　～かのようにみえる,①彼は他人の非難などまったく意に介していないかにみえる。,,,,,,,,
みえる,Nがみえる,①あなた、山下さんが見えましたよ。,,,,,,,,
みこみ,～みこみがある　Nのみこみがある　V－るみこみがある,①A：先生、この足はもう治らないんでしょうか。B：残念ですが、回復の見込みはほとんどありません。,,,,,,,,
みこみ,～みこみだ　Nのみこみだ　V－るみこみだ,①≪ニュース≫JR東海道線は、明朝6時には回復する見込みです。,,,,,,,,
みこみ,みこみがたつ,①やっと、借金の返済の見込みが立った。,,,,,,,,
みこみ,みこみちがいだ／みこみはずれだ,①彼には大いに期待していたが、まったくの見込み違いだった。,,,,,,,,
