Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
なくもない,Nがなくもない,①再婚するつもりがなくもない。,,,,,,,,
なけりゃ,でなけりゃ　A－くなけりゃ　V－くなけりゃ,①この仕事はあなたでなけりゃ勤(つと)まらない。,,,,,,,,
なければ,でなければ　A－くなければ　V－なければ　「する」は「しなければ」のほかに「せねば」という形がある。話しことばでは「なけりゃ」「なきゃ」の形も使われる。～なければ～ない,①この映画は成人でなければ見ることができない。,,,,,,,,
なければ,～なければいけない　～なければならない　～なければだめだ,①教師は、生徒に対して公平でなければならない。,,,,,,,,
なければ,～なければV－た,①彼が助けてくれなければ、この本は完成しなかっただろう。,,,,,,,,
なさい,R－なさい,①うるさい。すこし静かにしなさい。,,,,,,,,
なさんな,V－なさんな,①風邪などひきなさんな。,,,,,,,,
なしでは～ない,Nなしでは～ない,①あなたなしでは生きていけない。,,,,,,,,
なしに,Nなしに,①この山は、冬は届け出なしに登山してはいけないことになっている。,,,,,,,,
なぜか,,①最近なぜか家族のことが気にかかってしかたがない。,,,,,,,,
なぜ～かというと,,①なぜ遅刻したかというと、出かける前に電話がかかったからです。,,,,,,,,
なぜかというと～からだ,,①A：宇宙に行くとどうして物が落ちないのですか。B：なぜかというと、地球の引力が働かなくなるからです。,,,,,,,,
なぜかといえば～からだ,,①A：天気はなぜ西から東に変化して行くのでしょう。B：それはなぜかといえば、地球が自転しているからです。,,,,,,,,
なぜならば～からだ,,①原子力発電には反対です。なぜならば、絶対に安全だという保証がないからです。,,,,,,,,
など,Nなど,①ウエイトレスや皿洗いなどのアルバイトをして学費を貯めた。,,,,,,,,
など,V－るなどする,①ひげをそるなどして、もうすこし身だしなみに気を付けてほしい。,,,,,,,,
など,～などと,①学校をやめるなどと言って、みんなを困らせている。,,,,,,,,
など,～など～ない,①あなたの顔など見たくない。,,,,,,,,
など,～など　～V－るものか,①そんな馬鹿げた話など、だれが信じるものか。,,,,,,,,
なに～ない,なにひとつ～ない,①家が貧しかったので、ほしいものは、なにひとつ買ってもらえなかった。,,,,,,,,
