Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
のだろう,～のだろう／～んだろう＜確認＞,N3,①A：10年ぶりの同窓会だね。君も行くんだろう？　B：うん、行くつもりだ。,,,,,,,,
のだろう,～のだろうか／～んだろうか,N3,①子どもたちが公園にたくさんいる。今日は学校が休みなのだろうか。,,,,,,,,
ので,なので　A／Vので,N5,①雨が降りそうなので試合は中止します。,,,,,,,,
のであった,なのであった　A／V　のであった,N1,①彼は大学を辞めて故郷に帰った。ようやく父のあとを受けて家業を継ぐ決心がついたのであった。,,,,,,,,
のである,なのである　A／V　のである,N2,①解決には時間がかかりそうだ。問題は簡単ではないのである。,,,,,,,,
のです,なのです　A／V　のです　「のだ」の丁寧な言い方。話しことばでは丁寧な会話に用いられるが、普通は「んです」となることが多い。～のです＜説明＞,N4,①遅くなってすみません。途中で渋滞に巻き込まれてしまったのです。,,,,,,,,
のです,～のです＜主張＞,N3,①これからはあなたたちがこの店をまもり発展させて行くのです。,,,,,,,,
のです,～のです＜話題のきっかけ＞,N3,①先週京都へ行ってきたのですが、そこで偶然高橋さんに会いましてね。相変わらず仕事に励んでいるようでした。,,,,,,,,
のです,～のですか,N4,①どうして彼が犯人だとわかったのですか。,,,,,,,,
のです,つまり～のです,N2,①締切は今月末、つまりあと5日しかないのです。,,,,,,,,
のです,だから～のだ,N3,①ずいぶん熱が高いですよ。だから頭がいたかったのですね。,,,,,,,,
のです,～のですから,N3,①時間はあるのですから、ゆっくりやって下さい。,,,,,,,,
のでは,なのでは　A／V　のでは,N3,①そんなに臆病なのでは、どこにも行けませんよ。,,,,,,,,
のではなかったか,なのではなかったか　A／V　のではなかったか　～のではなかったか＜疑問＞,N2,①当時の人々は人間が空を飛ぶなどということは考えもしなかったのではなかったか。,,,,,,,,
のではなかったか,～のではなかったか＜非難＞,N1,①あなたたちは規律を守ると誓ったのではなかったか。,,,,,,,,
のに1,～のに＜逆原因＞,N4,①5月なのに真夏のように暑い。,,,,,,,,
のに1,～のに＜対比＞,N4,①昨日はいい天気だったのに今日は雨だ。,,,,,,,,
のに1,～のに＜予想外＞,N4,①合格すると思っていたのに、不合格だった。,,,,,,,,
のに1,～のに＜文末＞,N3,①スピードを出すから事故を起こしたんだ。ゆっくり走れと言っておいたのに。,,,,,,,,
のに1,せっかく～のに→【せっかく】Nでも～のに,N2,①電気屋でも直せないのに、あなたに直せるはずがないじゃないの。,,,,,,,,
