Grammar,Usage,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
なんという,なんという＋連体修飾句＋N,①なんという馬鹿なやつだ。,,,,,,,,
なんという,なんというNだ,①こんな大きな石を一人で持ち上げられるなんて、何という男だ。,,,,,,,,
なんという,なんということもない,①何ということもなく、毎日が穏やかに過ぎて行く。,,,,,,,,
なんとか,なんとか＜意志的＞,①なんとかして山田さんを助け出そう。,,,,,,,,
なんとか,なんとか＜自動的＞,①安月給だがなんとか食べていくことはできる。,,,,,,,,
なんとか,なんとかなる,①そんなに心配しなくてもなんとかなりますよ。,,,,,,,,
なんとかいう,なんとかいう,①私の言うことは聞こうとしないから、あなたから何とか言ってやって下さい。,,,,,,,,
なんとかいう,なんとかいうN,①大阪の何とかいう人から電話がありましたよ。,,,,,,,,
なんとかいう,NとかなんとかいうN,①ポエムとか何とかいう喫茶店で会うと言っていました。,,,,,,,,
なんとかいう,～とかなんとかいう,①あの男は給料が安いとかなんとか言って辞めたそうだ。,,,,,,,,
なんとしても,,①なんとしても彼には負けたくない。,,,,,,,,
なんとなく,,①なんとなく旅に出てみたくなりました。,,,,,,,,
なんとはなしに,,①なんとはなしに昔の友達に会ってみたくなりました。,,,,,,,,
なんとも,なんとも,①なんとも申し訳ないことをしてしまいました。,,,,,,,,
なんとも,なんともV－ない,①結果がどうなるかはまだなんとも言えませんね。,,,,,,,,
なんとも,なんともV－ようがない,①こんな事になって、なんともお詫びのしようがありません。,,,,,,,,
なんとも,なんともない　なんともおもわない,①A：気分が悪いんじゃありませんか。B：いいえ、なんともありません。ちょっと疲れただけです。,,,,,,,,
なんとも,A－くもなんともない,①そんな話は恐くも何ともないさ。,,,,,,,,
なんにしても,,①なんにしても健康が一番です。,,,,,,,,
なんにしろ,Nはなんにしろ,①事情は何にしろ、早く故障した部品を取りかえなければならない。,,,,,,,,
