Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
みこんで,～をみこんで　Nをみこんで　V－るのをみこんで,,①君を見込んで頼むのだが、ぜひ今度の仕事に参加してほしい。,,,,,,,,
みせる,～をみせる　NがNに～をみせる,,①私は友だちにアルバムをみせた。,,,,,,,,
みせる,かおをみせる　すがたをみせる,,①このごろ彼はちっとも学校に顔を見せない。,,,,,,,,
みせる,Nが～を～みせる　Nが～をNaにみせる　Nが～をA－くみせる　Nが～をV－ようにみせる,,①華やかな衣装が彼女を実際よ,,,,,,,,
みせる,～ようにみせる　Nのようにみせる　Naなようにみせる　A－いようにみせる　Vようにみせる,,①犯人は、わざとドアを壊して外部から侵入したように見せている。,,,,,,,,
みたいだ,NみたいなN,,①この薬は、チョコレートみたいな味がする。,,,,,,,,
みたいだ,～みたいだ　N／V　みたいだ,,①すごい風だ。まるで台風みたいだ。,,,,,,,,
みたいだ,～みたいに　N／A／V　みたいに,,①もう9月も半ばなのに、真夏みたしミラ暑い。,,,,,,,,
みたいだ,～みたいなものだ　Nみたいなものだ　V－たみたいなものだ,,①僕の給料なんか、会社の儲けに比べたら、ただみたいなものさ。,,,,,,,,
みたいだ,～みたいだ＜推量＞,,①誰も彼女の本名を知らないみたいだ。,,,,,,,,
みたいだ,～みたい＜例示＞　NみたいなN　Nみたいに,,①東京や大阪みたいな大都会には住みたくない。,,,,,,,,
みだりに,,,①みだりに動物にえさを与えないでください。,,,,,,,,
みる,～をみる　Nをみる　Vのをみる,,①テレビを見るのが好きだ。,,,,,,,,
みる,Nを～みる　NをA－くみる　NがV－るとみる,,①試験を甘くみていると失敗しますよ。,,,,,,,,
みる,にみる,,①最近の新聞の論調にみる経済偏重の傾向は目にあまるものがある。,,,,,,,,
みる,～ところをみると,,①うれしそうな顔をしているところをみると、試験はうまくいったようだ。,,,,,,,,
みるからに,,,①部屋に入ってきたのは、見るからに品の良い中年の女性だった。,,,,,,,,
むき,Nむき＜方向＞,,①南向きの部屋は明るくて暖かい。,,,,,,,,
むき,Nむき＜通性＞,,①女性向きのスポーツにはどんなものがありますか。,,,,,,,,
むき,Vむきもある,,①君の活躍を快く思わないむきもあるようだから、はでな言動は慎んだ方がいい。,,,,,,,,
