Grammar,Usage,Meaning,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
まで,Nまで＜目的地＞,,①バスに乗らずに駅まで歩いて行くことにした。,,,,,,,,
まで,Nまで,,①3時まで勉強します。,,,,,,,,
まで,V－るまで,,①あなたが帰ってくるまで、いつまでも待っています。,,,,,,,,
まで,Nまで,,①近頃は子供ばかりか、いい年をしたおとなまでマンガを読んでいる。,,,,,,,,
まで,V－るまでになる,,①苦労の甲斐あって、やっと日本語で論文が書けるまでになった。,,,,,,,,
まで,V－るまで（のこと）もない,,①この程度の風邪なら、医者に行くまでのこともない。うまいものを食べて、一日ぐっすり眠れば治る。,,,,,,,,
まで,～までして　［Nまでして　V－てまで,,①色々ほしいものはあるが三も借金までして買いたいとは思わない。,,,,,,,,
まで,V－るまでくのこと）だ,,①父があくまで反対するなら、家を出るまでのことだ。,,,,,,,,
まで,V－たまで（のこと）だ,,①そんなに怒ることはない。本当のことを言ったまでだ。,,,,,,,,
まで,これ／それ　までだ,,①いくらお金を貯めても、死んでしまえばそれまでだから、生きているうちに楽しんだ方がいい。,,,,,,,,
まで,V－ないまでも,,①喜びはしないまでも、いやがりはしないだろう。,,,,,,,,
までに,［Nまでに　V－るまでに,,①レポートは来週の木曜日までに提出して下さい。,,,,,,,,
まま,話しことばでは「まんま」とも言う。～ままだ　Nのままだ　Naなままだ　A一いままだ　V－たままだ,,①10年ぶりに会ったが、彼は昔のままだった。,,,,,,,,
まま,～まま（で）　Nのまま（で）　Naなまま（で）　A－いまま（で）　V－たまま（で）,,①日本のトマトは、煮たりしないで生のまま食べた方がうまい。,,,,,,,,
まま,V－るまま（に）,,①足の向くまま、気の向くまま、ふらりと旅に出た。,,,,,,,,
まま,V－られるまま（に）,,①春の凰に誘われるままに、公園を散歩した。,,,,,,,,
まま,～ままに　なる／する　V－たままに　なる／する,,①暑いのでドアはあけたままにしておいてください。,,,,,,,,
まま,V－たままを,,①見たままを話してください。,,,,,,,,
まま,～がまま　V－る／V－られる　がまま,,①言われるがままに、はんこを押してしまった。,,,,,,,,
まみれ,Nまみれ,,①子供たちは汗まみれになっても気にせずに遊んでいる。,,,,,,,,
