Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
きる,R－きる＜十分＞,N3,,①無理な仕事をして疲れきってしまった。,,,,,,,,,,,,,,,,,,,
きる,R－きる＜切断＞,N2,,①大きな布を二つに断ち功った。,,,,,,,,,,,,,,,,,,,
きる,R－きれない,N3,,①それはいくら悔やんでも悔やみきれないことだった。,,,,,,,,,,,,,,,,,,,
きわまりない,Na（なこと）きわまりない　A－いこときわまりない,N1,,①その探検旅行は危険きわまりないものと言えた。,,,,,,,,,,,,,,,,,,,
きわみ,Nのきわみ,N1,,①このような盛大なる激励会を開いていただき、感激のきわみです。,,,,,,,,,,,,,,,,,,,
くさい,Nくさい＜臭い＞,N3,,①あれ？ガスくさいよ！,,,,,,,,,,,,,,,,,,,
くさい,Nくさい　＜様子＞,N2,,①インチキくさい商品だなあ。,,,,,,,,,,,,,,,,,,,
くさい,くさい＜強め＞,N2,,①あんた、いつまでそんな古くさいこと言っているつもり？,,,,,,,,,,,,,,,,,,,
くせ,Nのくせに　Naなくせに　A／V　くせに　～くせに,N3,,①彼は、自分ではできないくせに、いつも人のやり方にもんくを言う。,,,,,,,,,,,,,,,,,,,
くせ,～くせして,N3,,①彼は、自分ではできないくせして、いつも人のやり方についてああだこうだと言う。,,,,,,,,,,,,,,,,,,,
くせ,そのくせ,N2,,①彼女はもんくばかり言う。そのくせ自分ではなにもしない。,,,,,,,,,,,,,,,,,,,
くらい,「ぐらい」と言うことも多い。よく似た表現に「ほど」があるが、「くらい」のほうが話しことば的である。数量詞＋くらい　＜概数＞,N5,,①この道を5分くらい行くと、大きな川があります。,,,,,,,,,,,,,,,,,,,
くらい,N（とおなじ）くらい,N4,,①A：物価は日本と比べてどうですか。B：あまり変わりませんよ。日本と同じくらいです。,,,,,,,,,,,,,,,,,,,
くらい,N（とおなじ）くらいのN,N4,,①このボールは、ちょうどリンゴくらいの大きさだ。,,,,,,,,,,,,,,,,,,,
くらい,Vくらいなら,N3,,①あいつに助けてもらうくらいなら、死んだほうがましだ。,,,,,,,,,,,,,,,,,,,
くらい,～くらい,N3,,①その話を聞いて、息が止まりそうになるぐらい驚いた。,,,,,,,,,,,,,,,,,,,
くらい,～くらいだ,N3,,①君が困ることはないだろう。困るのは僕のほうだ。もう、泣きたいぐらいだよ。,,,,,,,,,,,,,,,,,,,
くらい,～くらいだから,N2,,①あの人は、会社をみっつも持ってるぐらいだから、金持ちなんだろう。,,,,,,,,,,,,,,,,,,,
くらい,～くらいの～しか～ない,N3,,①燃料が少なくなっているので、あ10キロくらい（の距離）しか走れない。,,,,,,,,,,,,,,,,,,,
くらい,～くらい＜軽視＞,N3,,①そんなことくらい子供でもわかる。,,,,,,,,,,,,,,,,,,,
