Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
たい,R－たがる,N4,,①自信がない人ほどいばりたがるものだ。,,,,,,,,,,,,,,,,,,,
だい,くだけた会話で、男性が使う。疑問表現＋だい,N3,,①いま何時だい？,,,,,,,,,,,,,,,,,,,
だい,だい,N3,,①そんなことうそだい。,,,,,,,,,,,,,,,,,,,
たいがい,,N2,,①あの人は、たいがい9時ごろ来ます。8時ごろの時もありますが。,,,,,,,,,,,,,,,,,,,
たいした,たいしたNだ,N3,,①たいした人物だ。たった一人で今の事業をおこしたのだから。,,,,,,,,,,,,,,,,,,,
たいした,たいしたNではない,N3,,①たいしたものではありませんが、おみやげにと思って買ってきました。,,,,,,,,,,,,,,,,,,,
たいした,たいしたことはない,N3,,①A：お宅の奥さん、料理がお上手だそうですね。B：いや、たいしたことはありませんよ。,,,,,,,,,,,,,,,,,,,
たいして～ない,,N3,,①きょうはたいして寒くないね。散歩にでも行こうか。,,,,,,,,,,,,,,,,,,,
だいたい,,N5,,①大体のことは伝えておきます。,,,,,,,,,,,,,,,,,,,
たいてい,,N4,,①あの人は、たいてい9時ごろ来ます。8時ごろの時もありますが。,,,,,,,,,,,,,,,,,,,
たいへん,たいへん,N5,,①≪教師が生徒に≫はい、たいへんよくできました。,,,,,,,,,,,,,,,,,,,
たいへん,たいへんだ,N5,,①たいへんだ。さいふがない。,,,,,,,,,,,,,,,,,,,
たいへん,たいへんなN,N5,,①きのうはたいへんな雨でしたね。,,,,,,,,,,,,,,,,,,,
たかが,たかがN,N2,,①かしこいと言ってもたかが子どもだ。言うことに、いちいち腹を立ててはいけないよ。,,,,,,,,,,,,,,,,,,,
たかが,なぐらいで,N2,,①たかが風邪ぐらいで学校を休まなくてもよい。,,,,,,,,,,,,,,,,,,,
たかだか,,N1,,①あれはそんなに高くないと思うよ。たかだか3000円ぐらいのもんだろう。,,,,,,,,,,,,,,,,,,,
だから,丁寧な形に「ですから」がある。だから＜帰結＞,N5,,①踏切で事故があった。だから、学校に遅刻してしまった。,,,,,,,,,,,,,,,,,,,
だから,だから　～のだ／～わけだ,N4,,①A：ジャクソンさんは、小学生の時からもう10年も日本語を習っているそうです。B：だから、あんなに日本語が上手なんですね。,,,,,,,,,,,,,,,,,,,
だから,だから＜質問＞,N3,,①A：みんなお前のためにこんなに遅くまで働いているんだ。B：だから、どうだって言うの。,,,,,,,,,,,,,,,,,,,
だから,だから＜主張＞,N3,,①A：ちょっと、どういうことですか。B：別に特別のことはないよ。A：だから、どういうことって聞いているんだよ。,,,,,,,,,,,,,,,,,,,
