Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
にしても,くだけた話しことばでは「～にしたって」、改まった話しことばでは「～にせよ」「～にしろ」が用いられる。Nにしても,N3,,①彼にしても、こんな騒ぎになるとは思ってもいなかったでしょう。,,,,,,,,,,,,,,,,,,,
にしても,～にしても　N（である）にしても　A／V　にしても,N3,,①子供のいたずらにしても笑って済ませられる問題ではない。,,,,,,,,,,,,,,,,,,,
にしても,～にしても～にしても　NにしてもNにしても　VにしてもVにしても,N2,,①山田にしても佐藤にしても、この仕事に向いているとはいえない。,,,,,,,,,,,,,,,,,,,
にしても,疑問詞＋にしても,N2,,①いずれにしても結論は次回に持ち越されることになった。,,,,,,,,,,,,,,,,,,,
にしろ,,N2,,①役人がわいろを受け取ったかどうか問題になっているが、かりに金銭の授受はなかったにしろ、なんらかの報酬をもらったことは間違いない。,,,,,,,,,,,,,,,,,,,
にせよ,,N1,,①直接の責任は部下にあるにせよ、彼の監督不行届きも糾弾されるだろう。,,,,,,,,,,,,,,,,,,,
にそういない,N／V　にそういない,N1,,①犯人はあの男に相違ない。,,,,,,,,,,,,,,,,,,,
にそくして,Nにそくして,N1,,①事実にそくして想像をまじえないで事件について話してください。,,,,,,,,,,,,,,,,,,,
にそって,Nにそって,N3,,①この道に沿ってずっと行くと、右手に大きい公園が見えてきます。,,,,,,,,,,,,,,,,,,,
にたいして,～にたいして　Nにたいして　Naなのにたいして　A－いのにたいして　Vのにたいして,N3,,①私の発言に対して彼は猛烈に攻撃を加えてきた。,,,,,,,,,,,,,,,,,,,
にたいして,N＋数量詞＋にたいして,N2,,①研究員1人に対して年間40万円の補助金が与えられる。,,,,,,,,,,,,,,,,,,,
にたいして,～のにたいして,N2,,①彼が自民党を支持しているのに対して、彼女は共産党を支援している。,,,,,,,,,,,,,,,,,,,
にたいする,NにたいするN,N3,,①私の質問に対する答えはなかなか得られない。,,,,,,,,,,,,,,,,,,,
にたいする,N＋数量詞＋にたいするN,N2,,①研究員1人に対する年間の補助は40万円である。,,,,,,,,,,,,,,,,,,,
にたえない,V－るにたえない,N1,,①幼い子供が朝から晩まで通りで物乞いをしている姿は見るにたえない。,,,,,,,,,,,,,,,,,,,
にたえない,Nにたえない,N1,,①このようなお言葉をいただき、感謝の念にたえません。,,,,,,,,,,,,,,,,,,,
にたえる,Nにたえる,N2,,①この木はきびしい冬の寒さにたえて、春になると美しい花を咲かせます。,,,,,,,,,,,,,,,,,,,
にたえる,～にたえる　Nにたえる　V－るにたえる,N1,,①アマチュアの展覧会ではあるが鑑賞にたえる作品が並んでいる。,,,,,,,,,,,,,,,,,,,
にたりない,V－るにたりない,N2,,①とるに足りない（＝つまらない）ことをそんなに気にするな。,,,,,,,,,,,,,,,,,,,
にたる,V－るにたるN,N1,,①昨今の政治家は私利私欲に走り、尊敬するにたる人物はいなくなってしまった。,,,,,,,,,,,,,,,,,,,
