Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
まで,Nまで＜目的地＞,N5,,①バスに乗らずに駅まで歩いて行くことにした。,,,,,,,,,,,,,,,,,,,
まで,Nまで,N5,,①3時まで勉強します。,,,,,,,,,,,,,,,,,,,
まで,V－るまで,N4,,①あなたが帰ってくるまで、いつまでも待っています。,,,,,,,,,,,,,,,,,,,
まで,Nまで,N3,,①近頃は子供ばかりか、いい年をしたおとなまでマンガを読んでいる。,,,,,,,,,,,,,,,,,,,
まで,V－るまでになる,N3,,①苦労の甲斐あって、やっと日本語で論文が書けるまでになった。,,,,,,,,,,,,,,,,,,,
まで,V－るまで（のこと）もない,N2,,①この程度の風邪なら、医者に行くまでのこともない。うまいものを食べて、一日ぐっすり眠れば治る。,,,,,,,,,,,,,,,,,,,
まで,～までして　［Nまでして　V－てまで,N2,,①色々ほしいものはあるが三も借金までして買いたいとは思わない。,,,,,,,,,,,,,,,,,,,
まで,V－るまでくのこと）だ,N1,,①父があくまで反対するなら、家を出るまでのことだ。,,,,,,,,,,,,,,,,,,,
まで,V－たまで（のこと）だ,N2,,①そんなに怒ることはない。本当のことを言ったまでだ。,,,,,,,,,,,,,,,,,,,
まで,これ／それ　までだ,N1,,①いくらお金を貯めても、死んでしまえばそれまでだから、生きているうちに楽しんだ方がいい。,,,,,,,,,,,,,,,,,,,
まで,V－ないまでも,N1,,①喜びはしないまでも、いやがりはしないだろう。,,,,,,,,,,,,,,,,,,,
までに,［Nまでに　V－るまでに,N4,,①レポートは来週の木曜日までに提出して下さい。,,,,,,,,,,,,,,,,,,,
まま,話しことばでは「まんま」とも言う。～ままだ　Nのままだ　Naなままだ　A一いままだ　V－たままだ,N4,,①10年ぶりに会ったが、彼は昔のままだった。,,,,,,,,,,,,,,,,,,,
まま,～まま（で）　Nのまま（で）　Naなまま（で）　A－いまま（で）　V－たまま（で）,N4,,①日本のトマトは、煮たりしないで生のまま食べた方がうまい。,,,,,,,,,,,,,,,,,,,
まま,V－るまま（に）,N2,,①足の向くまま、気の向くまま、ふらりと旅に出た。,,,,,,,,,,,,,,,,,,,
まま,V－られるまま（に）,N2,,①春の凰に誘われるままに、公園を散歩した。,,,,,,,,,,,,,,,,,,,
まま,～ままに　なる／する　V－たままに　なる／する,N4,,①暑いのでドアはあけたままにしておいてください。,,,,,,,,,,,,,,,,,,,
まま,V－たままを,N2,,①見たままを話してください。,,,,,,,,,,,,,,,,,,,
まま,～がまま　V－る／V－られる　がまま,N1,,①言われるがままに、はんこを押してしまった。,,,,,,,,,,,,,,,,,,,
まみれ,Nまみれ,N3,,①子供たちは汗まみれになっても気にせずに遊んでいる。,,,,,,,,,,,,,,,,,,,
