Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
ぱなし,R－つぱなし＜継続＞,N3,,①新幹線はとても混んでいて、東京から大阪まで立ちっぱなしだった。,,,,,,,,,,,,,,,,,,,
はやいか,V－るがはやいか,N2,,①小学校5年の息子は、ただいまと言うが早いか、もう遊びに行ってしまった。,,,,,,,,,,,,,,,,,,,
はんいで,Nのはんいで　NからNのはんいで　Vはんいで,N3,,①私にわかる範囲でよければお答えしましょう。,,,,,,,,,,,,,,,,,,,
はんたいに,はんたいに,N4,,①あの子は、靴を反対にはいている。,,,,,,,,,,,,,,,,,,,
はんたいに,～と（は）はんたいに,N3,,①姉は友だちと騒ぐのが好きだが、私は姉と反対に静かに音楽でも聞いている方が好きだ。,,,,,,,,,,,,,,,,,,,
はんめん,な／である　はんめん　A－いはんめん　V－るはんめん,N2,,①この薬はよく効く反面、副作用も強い。,,,,,,,,,,,,,,,,,,,
はんめん,そのはんめん（では）,N2,,①田中先生はたいへんきびしい方だが、その反面、とてもやさしいところもある。,,,,,,,,,,,,,,,,,,,
ひいては,,N1,,①今回の事件は、一社員の不祥事であるばかりでなく、ひいては会社全体の信用をも失墜させる大きな問題であると言うことができる。,,,,,,,,,,,,,,,,,,,
ひかえて,NをNにひかえて＜時間＞,N2,,①試合を十日後に控えて選手たちは練習に余念がない。,,,,,,,,,,,,,,,,,,,
ひかえて,NをNにひかえて＜場所＞,N2,,①神戸は背後に六甲山をひかえて東西に広がっている。,,,,,,,,,,,,,,,,,,,
ひじょうに,,N4,,①今日はひじょうに寒い。,,,,,,,,,,,,,,,,,,,
ひではない,Nのひではない,N1,,①アラビア語の難しさは英語などの比ではない。,,,,,,,,,,,,,,,,,,,
ひとつ,Nひとつ～ない　Nひとつない　NひとつV－ない,N3,,①雲一つない青空。,,,,,,,,,,,,,,,,,,,
ひとつ,～ひとつも～ない　ひとつもない　ひとつも　A－くない　ひとつも　V－ない,N3,,①知った顔はひとつもない。,,,,,,,,,,,,,,,,,,,
ひとつ,もうひとつ／いまひとつ～ない,N2,,①給料はいいが、仕事の内容がもうひとつ気に入らない。,,,,,,,,,,,,,,,,,,,
ひとつ,Nひとつ～できない,N2,,①近ごろの子供はぞうきんひとつ満足にしぽれない。,,,,,,,,,,,,,,,,,,,
ひとつ,ひとつ,N3,,①ひとつよろしくお願いしますよ。,,,,,,,,,,,,,,,,,,,
ひとつまちがえば,,N1,,①出産というのは大変な仕事で、医学の進んだ現在でもひとつまちがえば命にかかわる。,,,,,,,,,,,,,,,,,,,
ひととおり,ひととおり,N3,,①教科書は一通り読んだが、まだ問題集には手を付けていない。,,,,,,,,,,,,,,,,,,,
ひととおり,ひととおりのN,N3,,①一通りのことはできるようになった。,,,,,,,,,,,,,,,,,,,
