Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
ところ1,V－るところによると／よれば,N2,,①聞くところによれば、あの二人は離婚したそうだ。,,,,,,,,,,,,,,,,,,,
ところ1,V－る／V－ているところのN,N1,,①私が知るところの限りでは、そのようなことは一切ございません。,,,,,,,,,,,,,,,,,,,
ところ1,V－るところまでV,N1,,①堕ちるところまで堕ちてしまった。,,,,,,,,,,,,,,,,,,,
ところ1,V－ているところをみると,N2,,①平気な顔をしているところをみると、まだ事故のことを知らされてないのだろう。,,,,,,,,,,,,,,,,,,,
ところ2,V－たところ＜順接＞,N3,,①先生にお願いしたところ、早速承諾のお返事をいただいた。,,,,,,,,,,,,,,,,,,,
ところ2,V－たところが＜逆接＞,N2,,①親切のつもりで言ったところが、かえっで恨まれてしまった。,,,,,,,,,,,,,,,,,,,
どころ,～どころか　N／Na（な）どころか　A－いどころか　V－るどころか,N2,,①病気どころか、ぴんぴんしている。,,,,,,,,,,,,,,,,,,,
どころ,～どころか～ない　～どころか～さえ（も）～ない　～どころか～も～ない　～どころか～だって～ない,N2,,①最近の大学生の中には、英語どころか日本語の文章さえもうまく書けない者がいる。,,,,,,,,,,,,,,,,,,,
どころ,～どころではない　Nどころではない　V－ているどころではない,N3,,①この1か月は来客が続き、勉強どころではなかった。,,,,,,,,,,,,,,,,,,,
どころ,Nところのはなしではない　Nどころのさわぎではない,N2,,①受験生の息子を二人もかかえ、海外旅行どころの話ではありません。,,,,,,,,,,,,,,,,,,,
ところが,ところが＜反予測＞,N3,,①天気予報では今日は雨になると言っていた。ところが、少し曇っただけで、結局は降らなかった。,,,,,,,,,,,,,,,,,,,
ところが,ところが＜発見＞,N3,,①急いで家を出た。ところが、途中で財布を忘れていることに気がつき、あわてて引き返した。,,,,,,,,,,,,,,,,,,,
ところだ,V－たところだ,N4,,①今帰ってきたところです。,,,,,,,,,,,,,,,,,,,
ところだ,V－ているところだ,N4,,①A：もしもし、和雄君いますか。B：今お風呂に入っているところなんです。,,,,,,,,,,,,,,,,,,,
ところだ,V－ていたところだ,N3,,①いい時に電話をくれました。私もちょうどあなたに電話しようと思っていたところなんです。,,,,,,,,,,,,,,,,,,,
ところだ,V－るところだ,N4,,①これから家を出るところですから、30分ほどしたら着くと思います。,,,,,,,,,,,,,,,,,,,
ところだ,～たらVところだ,N2,,①昔だったらそんな過激な発言をする人間は、処刑されているところだ。,,,,,,,,,,,,,,,,,,,
ところだ,～ところだったV－るところだった　V－ていたところだった,N3,,①もし気がつくのが遅かったら、大惨事になるところだった。,,,,,,,,,,,,,,,,,,,
ところだ,～なら（ば）～ところ　だが／を,N2,,①普通ならただではすまないところだが、今回だけは見逃してやろう。,,,,,,,,,,,,,,,,,,,
ところで,ところで,N4,,①A：お元気そうですね。B：おかげさまで。A：ところで、この度は息子さんが大学に合格なさったそうで、おめでとうございます。,,,,,,,,,,,,,,,,,,,
