Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
いうまでもない,なのはいうまでもない　A／V　のはいうまでもない1,N2,,①全然学校に来なかった彼が卒業できなかったのは言うまでもない。,,,,,,,,,,,,,,,,,,,
いうまでもない,いうまでもないことだが,N2,,①言うまでもないことだが、ツアー旅行で勝手な行動をとって何か問題が起こっても、それはその人自身の責任だ。,,,,,,,,,,,,,,,,,,,
いうまでもない,いうまでもなく,N2,,①言うまでもなく、私たちをとりまく環境はどんどん汚染されてきている。,,,,,,,,,,,,,,,,,,,
いか,数量詞＋いか,N4,,①なるべく4人以下でグループを作ってください。,,,,,,,,,,,,,,,,,,,
いか,Nいか,N4,,①中学生以下は入場無料です。,,,,,,,,,,,,,,,,,,,
いか,Nいかだ,N3,,①おまえはゴキブリ以下だ。,,,,,,,,,,,,,,,,,,,
いか,Nいか＋数量詞,N2,,①わが社では、社長以下約00人が全員一丸となって働いています。,,,,,,,,,,,,,,,,,,,
いか,いか,N3,,①以下同文。,,,,,,,,,,,,,,,,,,,
いがい,～いがい　Nいがい　V－る／V－た　いがい,N3,,①来週のパーティーには、山田さん以外みんな行くそうです。,,,,,,,,,,,,,,,,,,,
いがい,～いがいに～ない　Nいがいに～ない　V－る／V－た　いがいに～ない,N2,,①彼女以外にこの仕事を任せられる人はいない。,,,,,,,,,,,,,,,,,,,
いかなる,「いかなる」の後には必ず名詞が来る。かたい書きことばに用いられる。話しことばでは「どんな」となることが多い。いかなるN（＋助詞）も,N1,,①彼はいかなる困難にも負けないほど強い精神力の持ち主だった。,,,,,,,,,,,,,,,,,,,
いかなる,いかなるNでも,N1,,①絵画というのは、いかなる作品でもそこに作者独自の視点が反映されているものだ。,,,,,,,,,,,,,,,,,,,
いかなる,いかなる～とも　いかなるNであろうとも　いかなるN＋助詞＋V－ようとも,N1,,①いかなる状況になろうとも、断固として戦い抜く決意だ。,,,,,,,,,,,,,,,,,,,
いかに,書きことばで用いられる。話しことばでは「どんなに」となることが多い。いかに～か,N1,,①この町がいかに暮らしやすいかは、住んでいる人の表情からもうかがわれる。,,,,,,,,,,,,,,,,,,,
いかに,でも　いかにA－くても　いかにV－ても,N1,,①いかに工夫をこらしても、家族は私の料理には何の関心も示さない。,,,,,,,,,,,,,,,,,,,
いかに,いかに～といっても,N1,,①いかに彼が有能だと言っても、こんな難題を一人で処理することは不可能だろう。,,,,,,,,,,,,,,,,,,,
いかに,いかに～とはいえ,N1,,①いかに家賃が高いとはいえ、こんなに環境がいいのなら納得できるのではないか。,,,,,,,,,,,,,,,,,,,
いかに,いかに～ようと（も）　いかに修飾句＋Nであろうと（も）　いかにNaであろうと（も）　いかにA－かろうと（も）　いかにV－ようと（も）,N1,,①いかに便利な機械であろうと、それを使うことによって手で作る喜びが失われてしまうのだとしたら、使う意味はない。,,,,,,,,,,,,,,,,,,,
いかにも,いかにもNらしい,N2,,①今日はいかにも秋らしい天気だ。,,,,,,,,,,,,,,,,,,,
いかにも,いかにも～そうだ　いかにもNaそうだ　いかにもA－そうだ,N2,,①そのサンマはとれたてで、いかにもおいしそうだった。,,,,,,,,,,,,,,,,,,,
