Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
よう1,R－ようで（は）,N2,,①気の持ちようで何とでもなることだ。,,,,,,,,,,,,,,,,,,,
よう1,R－ようによっては,N2,,①考えようによっては、彼らの人生も幸せだったと言えるのかもしれない。,,,,,,,,,,,,,,,,,,,
よう2,V－よう＜意志＞,N5,,①夏休みには海に行こう。,,,,,,,,,,,,,,,,,,,
よう2,V－よう＜申し出＞,N5,,①足が痛いのか。おぶってやろう。,,,,,,,,,,,,,,,,,,,
よう2,V一よう＜誘いかけ＞,N5,,①君もいっしょに行こうよ。,,,,,,,,,,,,,,,,,,,
よう2,V－よう＜呼びかけ＞,N5,,①横断する時は左右の車に注意しよう。,,,,,,,,,,,,,,,,,,,
よう2,もらおう／V－てもらおう,N5,,①ビールをもう一本もらおう。,,,,,,,,,,,,,,,,,,,
よう2,V－よう,N2,,①場合によっては延期されることもあろう。,,,,,,,,,,,,,,,,,,,
よう2,V－ようか,N2,,①結論としては、次のようなことが言えようか。,,,,,,,,,,,,,,,,,,,
よう2,V－ようか＜意志＞,N4,,①どうしようか。,,,,,,,,,,,,,,,,,,,
よう2,V－ようか＜申し出＞,N4,,①君の代わりに僕がやろうか。,,,,,,,,,,,,,,,,,,,
よう2,V－ようか＜誘いかけ＞,N5,,①結婚しようか。,,,,,,,,,,,,,,,,,,,
よう2,もらおうか／V－てもらおうか,N4,,①お茶を一杯もらおうか。,,,,,,,,,,,,,,,,,,,
よう2,V－ようが,N2,,①どこで何をしようが私の勝手でしょう。,,,,,,,,,,,,,,,,,,,
よう2,うがV－ようが,N2,,①出掛けようが家にいようが、あなたの自由です。,,,,,,,,,,,,,,,,,,,
よう2,V－ようがV－まいが,N2,,①あなたが出席しようがしまいが、私は出席します。,,,,,,,,,,,,,,,,,,,
よう2,V－ようじやないか,N3,,①一緒に飲もうじゃないか。,,,,,,,,,,,,,,,,,,,
よう2,V－ようと,N2,,①なにをしようと私の自由でしょう。,,,,,,,,,,,,,,,,,,,
よう2,V－ようとV－ようと,N2,,①努力しようと怠けようと結果がすべてだ。,,,,,,,,,,,,,,,,,,,
よう2,V－ようとV一まいと,N2,,①行こうと行くまいとあなたの自由だ。,,,,,,,,,,,,,,,,,,,
