Grammar,Usage,JLPT Level,Meaning,Reference Example,Original Example,Blanked Example,Correct Answer,Option A,Explanation A,Option B,Explanation B,Option C,Explanation C,Option D,Explanation D,Option E,Explanation E,Option F,Explanation F,Option G,Explanation G,Option H,Explanation H
といいますと,,N3,,①サファリといいますと、アフリカの大自然が連想されます。,,,,,,,,,,,,,,,,,,,
という1,,N5,,①道子さんはすぐにいくと言いました。,,,,,,,,,,,,,,,,,,,
という2,NというN　＜名前＞,N5,,①これは、プルメリアという花です。,,,,,,,,,,,,,,,,,,,
という2,NというN　＜繰り返し＞,N3,,①道路という道路は車であふれていた。,,,,,,,,,,,,,,,,,,,
という2,～というN　＜内容＞,N4,,①この会社には、仕事は五時までだという規則がある。,,,,,,,,,,,,,,,,,,,
というか,～というか,N3,,①そんなことをするなんて、ほんとに馬鹿というか、困った人だ。,,,,,,,,,,,,,,,,,,,
というか,～というか～というか,N2,,①そんなことを言うなんて、無神経というか、馬鹿というか、あきれてものもいえない。,,,,,,,,,,,,,,,,,,,
ということ,～ということ＜内容＞,N4,,①最初のオリンピックがアテネだったということは今まで知らなかった。,,,,,,,,,,,,,,,,,,,
ということ,～ということ<意味>,N3,,①｢灯台もと晴し｣とは､身近なことはかえって気がつかないということである。,,,,,,,,,,,,,,,,,,,
ということ,～ということは～（ということ）だ,N3,,①電車がストライキをするということは､あしたは学校が休みになるということだ。,,,,,,,,,,,,,,,,,,,
ということ,～ということにする　→【ことにする】～ということだ<伝聞>,N3,,①山田さんは､近く会社をやめて留学するということだ。,,,,,,,,,,,,,,,,,,,
というと,～というと,N3,,①スペインというと､すぐフラメンコが心に浮かぶ。,,,,,,,,,,,,,,,,,,,
というと,というと～のことですか,N3,,①｢しめなわ｣というと､あの､お正月につける飾りのことですか。,,,,,,,,,,,,,,,,,,,
というと,というと,N3,,①A：この企画は大筋はいいが､細かいところで少々無理があるね。B：というと。A：今から説明するよ。,,,,,,,,,,,,,,,,,,,
というところだ,,N3,,①A：どうですか、もう仕上がりますか。B：あと2、3日というところです。,,,,,,,,,,,,,,,,,,,
というのは,というのは,N3,,①駅前の開発計画が急に取りやめになった。というのは、地域住民の強硬な反対で、マスコミまでが騒ぎだしたからだ。,,,,,,,,,,,,,,,,,,,
というのは,～というのは～ということだ,N3,,①レイさんが「少し遅くなる」というのは、一時間は遅れるということだ。,,,,,,,,,,,,,,,,,,,
というのは,～というのまNのことだ,N3,,①パソコンというのはパーソナルコンピューターのことだ。,,,,,,,,,,,,,,,,,,,
というのも,というのも,N3,,①あの会社、倒産するかもしれませんよ。というのも、このところ急激に株価が下がっているんですよ。,,,,,,,,,,,,,,,,,,,
というのも,というのも～からだ,N3,,①彼が転職したというのも、空気のきれいな田舎で病弱な子供を強くしたいと思ったからだ。,,,,,,,,,,,,,,,,,,,
