Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
だといい,,N4,①A：みんな今頃安全な場所に避難していますよ。B：だといいが。心配だ。,B:「本当に、だといいのですが、現実は厳しいでしょう。,B:「本当に、,だと,いい,のですが、,現実は,厳しいでしょう。,"Cấu trúc kỳ vọng 「～だといいのですが」 (giá mà được thế thì tốt biết mấy, ngặt nỗi...). Người nói khao khát 「本当に、だといいのですが」 (quả thật, nếu được như vậy thì mừng quá, nhưng mà). Thực tại tàn khốc lập tức đập tan mộng tưởng 「現実は厳しいでしょう」 (thực tế chắc hẳn sẽ muôn phần khắc nghiệt)."
だといって,,N3,①A：これは全面的にあいつが悪い。B：だといって、困っているのを見捨てるわけにもいかないだろう。,首相の政策には反対だが、だといって、すぐに退陣させるわけにもいかない。,首相の政策には反対だが、,だと,いって、,すぐに退陣させる,わけにも,いかない。,Cấu trúc kìm kẹp 「～わけにはいかない」 (không thể làm thế được vì luân thường đạo lý). Dùng sự nhượng bộ 「だといって」 (cho dù nói là vậy đi chăng nữa). Cũng không thể nào nhắm mắt làm liều 「すぐに退陣させる」 (bắt thoái vị ngay lập tức). Trói buộc cuối cùng là 「わけにもいかない」 (cũng đâu có thể làm như vậy được).
たとえ,,N3,①たとえその事実を知っていたところで、私の気持ちは変わらなかっただろう。,新聞記者として、たとえ政府が真実を隠しても、報道を諦めない。,新聞記者として、,たとえ,政府が真実を,隠して,も、報道を,諦めない。,"Cấu trúc 「たとえ～ても」 (Cho dù... đi chăng nữa). Phó từ 「たとえ」 đứng đầu để nhấn mạnh giả định, liên kết với động từ chia thể て + も ở vế sau. Thứ tự kết hợp: bối cảnh 「新聞記者として」 -> phó từ 「たとえ」 -> chủ ngữ và tân ngữ vế giả định 「政府が真実を」 -> động từ chia thể Te 「隠して」 -> trợ từ 「も」 đi kèm tân ngữ vế sau 「報道を」 -> động từ phủ định quyết tâm 「諦めない」."
たとえば,,N5,①飲物でしたら、たとえばコーヒー、紅茶、ジュースなどを用意してあります。,この街には、たとえば高齢者や子供などの支援が必要な人が多い。,この街には、,たとえば,高齢者,や子供,などの,支援が必要な人が多い。,Phó từ 「たとえば」 (Ví dụ như) dùng để đưa ra ví dụ minh họa cho danh từ phía sau. Trợ từ 「や」 dùng để liệt kê danh từ 「高齢者」 (người cao tuổi) và 「子供」 (trẻ em). Cụm 「などの」 (những đối tượng như...) bổ nghĩa cho danh từ chỉ người ở Suffix. Thứ tự tự nhiên: Trạng ngữ chỉ địa điểm 「この街には」 -> phó từ 「たとえば」 -> các danh từ được liệt kê 「高齢者」 + 「や子供」 -> từ chỉ nhóm 「などの」 -> vế chính chỉ thực trạng 「支援が必要な人が多い」.
だとすると,,N3,①A：近くに大きなホテルができるのは確実です。B：だとすると、この町の雇用率が上がるかもしれませんね。,B:「だとすると、政権交代が現実味を帯びてきますね。,B:「,だと,すると、,政権交代が,現実味を,帯びてきますね。,Liên từ 「だとすると」 (Nếu đúng là như vậy thì...) được dùng để đưa ra phán đoán logic dựa trên thông tin vừa nhận được từ đối phương. Theo sau là chủ ngữ 「政権交代が」 (việc thay đổi chính quyền) -> tân ngữ 「現実味を」 (tính thực tế) -> kết hợp với cụm động từ 「帯びてきますね」 (mang/dần có được).
だとすれば,,N3,①A：近くに大きなホテルができるのは確実です。B：だとすれば、この町の雇用率が上がるかもしれませんね。,B:「だとすれば、彼の無罪が証明されることになる。,B:「,だと,すれば、,彼の無罪が,証明される,ことになる。,Liên từ 「だとすれば」 (Nếu đúng như thế thì...) đưa ra một giả định có tính điều kiện cao từ thông tin trước đó. Theo sau là chủ ngữ vế kết quả 「彼の無罪が」 (sự vô tộiのanh ta) -> động từ thể bị động 「証明される」 (được chứng minh) -> cấu trúc kết luận mang tính tất yếu 「ことになる」 (dẫn đến kết quả là).
だなんて,,N2,①今頃になって気が変わっただなんてよく言えますね。,この私がプロの作家だなんて、夢にも思わなかった。,この私が,プロの,作家,だなんて、,夢にも,思わなかった。,"Cấu trúc 「だなんて」 biểu thị sự ngạc nhiên, phủ định hoặc coi nhẹ một sự việc (cỡ như/cái việc như là...). Nó đi trực tiếp sau danh từ 「作家」. Thứ tự từ: chủ từ 「この私が」 -> danh từ được bổ nghĩa 「プロの作家」 -> đuôi biểu đạt cảm xúc 「だなんて」 -> phó từ nhấn mạnh thể phủ định 「夢にも」 (ngay cả trong mơ cũng không) -> động từ phủ định quá khứ 「思わなかった」."
だにしない,Nだにしない,N1,①このような事故が起きるとは想像だにしなかった。,巨大地震によって都市が壊滅するなどとは、誰も想像だにしなかった。,巨大地震によって,都市が壊滅する,などとは、誰も,想像,だに,しなかった。,Cấu trúc phủ định tột độ 「～だにしない」 (đến cả... cũng chưa từng). Một thảm họa tàn khốc 「巨大地震によって都市が壊滅する」 (thành phố bị hủy diệt hoàn toàn bởi trận siêu động đất). Đối với một kịch bản 「などとは誰も想像」 (như thế thì quả thực không một ai). Đủ sức để nghĩ tới 「だにしなかった」 (ngay cả trong tưởng tượng cũng chưa từng).
だの,だの　A／V　だの　A／V　だの,N2,①彼女は市場に出かけると、肉だの野菜だの持ちきれないほど買ってきた。,彼は小説の売れ行きが悪いだの、批評家が冷淡だのと言い訳ばかりしている。,彼は小説の,売れ行きが悪いだの、,批評家が,冷淡だの,と言い訳,ばかりしている。,"Cấu trúc liệt kê song hành 「～だの～だの」 (nào là... nào là...) thường mang sắc thái than phiền, viện cớ. Đi kèm sau tính từ/động từ ở thể thông thường. Thứ tự kết hợp: chủ ngữ 「彼は」 -> vế liệt kê thứ nhất 「小説の売れ行きが悪いだの」 -> chủ ngữ vế liệt kê thứ hai 「批評家が」 -> tính từ đuôi na kết hợp 「冷淡だの」 -> trợ từ trích dẫn 「と」 đi liền từ 「言い訳」 (viện cớ) -> cấu trúc nhấn mạnh tần suất 「ばかりしている」 (suốt ngày chỉ làm)."
たびに,Nのたびに　V－るたびに,N3,①健康診断のたびに、太りすぎだと言われる。,私は被災地を訪れるたびに、復興の難しさを痛感する。,私は,被災地を,訪れる,たびに、復興の,難しさを,痛感する。,Cấu trúc 「V-るたびに」 nghĩa là 「mỗi lần... lại.../cứ mỗi khi...」. Động từ thể từ điển 「訪れる」 (ghé thăm) kết hợp trực tiếp với 「たびに」. Thứ tự tự nhiênのcâu: Chủ ngữ 「私は」 -> tân ngữ 「被災地を」 -> động từ chính vế đầu 「訪れる」 -> cụm từ nối 「たびに」 đi liền bổ ngữ 「復興の」 -> tân ngữ vế sau 「難しさを」 -> động từ chỉ cảm xúc mạnh mẽ 「痛感する」 (cảm nhận sâu sắc).
