Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
ものではない,V－るものではない,N3,①人の悪口を言うものではない。,学問の道においては、他人の意見を盲信して自分の頭で考えることを放棄するものではない。,学問の道においては、他人の意見を盲信して,自分の頭で,考えることを,放棄する,ものではない,。,"Cấu trúc 「V-るものではない」 dùng để đưa ra lời khuyên hoặc răn đe mang tính đạo đức, lẽ thường rằng 「không nên làm V」. Ở đây, trạng ngữ chỉ cách thức 「自分の頭で」 (bằng đầu ócのbản thân) bổ nghĩa cho hành động 「考えること」 (việc suy nghĩ). Cụm danh từ này làm tân ngữのđộng từ 「放棄する」 (vứt bỏ, từ bỏ), và toàn bộ kết hợp với 「ものではない」 để tạo thành vị ngữ hoàn chỉnh với ý nghĩa khuyên răn: không nên từ bỏ việc tự mình suy nghĩ."
ものではない,V－たものではない,N2,①こんなすっぱいみかん、食べられたもんじゃない。,彼の論文の構成は、論理的な一貫性に欠けており、お世辞にも評価できたものではない。,彼の論文の構成は、論理的な一貫性に欠けており、,お世辞にも,評価,できた,ものではない,。,"Cấu trúc 「V-たものではない」 (thường đi với động từ thể khả năng) biểu thị ý phủ định mạnh mẽ 「không thể nào làm V được/không chấp nhận được」. Ở đây, trạng ngữ 「お世辞にも」 (ngay cả nói nịnh) thường đi kèm biểu hiện phủ định ở phía sau. Động từ khả năng 「評価できた」 kết hợp với 「ものではない」 tạo thành cụm 「お世辞にも評価できたものではない」 mang nghĩa nhấn mạnh rằng cấu trúc bài luận quá kém, không thể khen ngợi hay đánh giá cao được."
ものでもない,V－たものでもない,N2,①しろうとばかりの劇だが、すぐれたところもあり、そう馬鹿にしたものでもない。,彼の推論には飛躍があるが、独自の視点も含まれており、一概に否定したものでもない。,彼の推論には飛躍があるが、独自の視点も含まれており、,一概に,否定,した,ものでもない,。,"Cấu trúc 「V-たものでもない」 mang ý nghĩa nhượng bộ nhẹ nhàng 「cũng không hẳn là hoàn toàn không thể V / không hẳn là đến mức phải V」. Trạng từ 「一概に」 (một cách phiến diện, đánh đồng) thường đi kèm thể phủ định. Nó bổ nghĩa cho động từ quá khứ 「否定した」 (đã phủ định) và kết hợp với 「ものでもない」 để diễn đạt ý kiến khách quan: dù có điểm chưa hợp lý nhưng cũng không hẳn là có thể hoàn toàn phủ nhận giả thuyết đó."
ものでもない,V－ないものでもない,N2,①この程度の料理なら、私にも作れないものでもない。,条件さえ整えば、この困難なプロジェクトも実現できないものでもない。,条件さえ整えば、,この困難な,プロジェクトも,実現できない,ものでもない,。,"Cấu trúc 「V-ないものでもない」 là một dạng phủ định kép, mang ý nghĩa 「không phải là không thể V / có khả năng là sẽ V được」. Tính từ 「この困難な」 (khó khăn này) bổ nghĩa cho danh từ 「プロジェクトも」 (dự án cũng). Cụm này đóng vai trò chủ ngữ cho động từ khả năng phủ định 「実現できない」 (không thể thực hiện), kết hợp với 「ものでもない」 để khẳng định một cách khiêm tốn hoặc dè dặt về khả năng thành côngのdự án."
ものとおもう,～ものとおもう,N2,①そういうことはないものと思うが、一応確かめてみよう。,開発途上国の支援事業は、長期的な視点に立って計画を立てるものと思う。,開発途上国の支援事業は、,長期的な,視点に立って,計画を立てる,ものと思う,。,"Cấu trúc 「～ものと思う」 thể hiện suy nghĩ, phán đoán mang tính khách quan hoặc tin tưởng chắc chắnのngười nói về một lẽ đương nhiên (nghĩ rằng/tin rằng). Tính từ đuôi na 「長期的な」 (mang tính dài hạn) bổ nghĩa cho danh từ 「視点」 trong cụm từ 「視点に立って」 (đứng trên góc nhìn). Cụm trạng ngữ này bổ nghĩa cho hành động 「計画を立てる」 (lập kế hoạch), và kết thúc bằng phán đoán 「ものと思う」."
ものとおもう,～ものとおもっていた,N2,①スキーはむずかしいものと思っていたが、やってみたら、簡単だった。,現代社会の急激な変化に伴い、伝統的な価値観はすでに崩壊したものと思っていたが、実際はそうではなかった。,現代社会の急激な変化に伴い、,伝統的な価値観は,すでに,崩壊したものと,思っていた,が、実際はそうではなかった。,"Cấu trúc 「～ものと思っていた」 diễn tả một phán đoán hoặc niềm tin trong quá khứのngười nói mà thực tế hiện tại đã chứng minh là khác hoặc sai lầm (cứ ngỡ là/đã nghĩ rằng). Chủ ngữ 「伝統的な価値観は」 (các giá trị truyền thống) đi liền với trạng từ 「すでに」 (đã... rồi) bổ nghĩa cho động từ hóa 「崩壊したもの」 (việc đã sụp đổ), kết hợp với 「思っていた」 để tạo thành mệnh đề giả định sai lầm trước khi chuyển sang vế đối lập ở cuối."
ものとおもう,～ものとおもわれる,N1,①選挙の結果については明日の夕方には大勢がわかるものと思われる。,新技術の導入により、製造プロセスの効率化が大幅に進むものと思われる。,新技術の導入により、,製造プロセスの,効率化が,大幅に進む,ものと思われる,。,"Cấu trúc 「～ものと思われる」 mang tính khách quan, trang trọng, thường được sử dụng trong các báo cáo, luận văn hay tin tức để đưa ra dự đoán dựa trên các căn cứ khoa học (được cho là/dự đoán là). Cụm danh từ chỉ sở hữu 「製造プロセスの」 (của quy trình sản xuất) bổ nghĩa cho chủ ngữ 「効率化が」 (sự hiệu quả hóa). Trạng từ 「大幅に」 (một cách đáng kể) bổ nghĩa cho tự động từ 「進む」 (tiến triển), tạo thành mệnh đề bổ nghĩa cho cụm phán đoán 「ものと思われる」 ở cuối câu."
ものなら,～ものなら,N2,①できるものなら世界中を旅行してみたい。,過去に戻れるものならもう一度大学で言語学の研究を究めたい。,,過去に,戻れる,ものなら,もう一度,大学で言語学の研究を究めたい。,"Cấu trúc 「V-れるものなら」 (thể khả năng + ものなら) dùng để giả định một điều gần như không thể thực hiện được trong thực tế (nếu có thể... thì muốn...). Trạng ngữ chỉ hướng 「過去に」 (về quá khứ) bổ nghĩa cho động từ khả năng 「戻れる」 (có thể quay lại), đi liền với 「ものなら」 để tạo mệnh đề giả định. Tiếp theo, trạng từ 「もう一度」 (một lần nữa) bổ nghĩa cho hành động nghiên cứu chuyên sâu ở vế sau."
ものなら,V－ようものなら,N1,①そんなことを彼女に言おうものなら、軽蔑されるだろう。,この機密情報を外部に漏らそうものなら、国家的な信用を失うことになる。,,この機密情報を,外部に,漏らそう,ものなら,、国家的な信用を失うことになる。,Cấu trúc 「V-ようものなら」 (thể ý chí + ものなら) dùng để đưa ra một giả định tiêu cực: nếu lỡ thực hiện hành động đó thì sẽ dẫn đến một hậu quả cực kỳ nghiêm trọng ở vế sau. Tân ngữ 「この機密情報を」 (thông tin mật này) và trạng ngữ chỉ nơi chốn 「外部に」 (ra bên ngoài) cùng bổ nghĩa cho động từ thể ý chí 「漏らそう」 (định làm rò rỉ). Sự kết hợp này đi liền với 「ものなら」 để dẫn dắt tới hệ quả mất uy tín quốc gia ở vế sau.
ものの,～ものの,N2,①輸入果物は、高いもののめずらしいらしく、人気があってよく売れている。,景気回復の兆しが見えるものの、中小企業の経営状態は依然として厳しいままである。,,景気回復の,兆しが,見える,ものの,、中小企業の経営状態は依然として厳しいままである。,"Cấu trúc liên từ 「ものの」 biểu thị sự nhượng bộ, tương phản tương đương với 「～けれど」 nhưng trang trọng hơn (mặc dù... nhưng...). Danh từ sở hữu 「景気回復の」 (sự phục hồi kinh tế) bổ nghĩa cho danh từ 「兆し」 (dấu hiệu), đóng vai trò chủ ngữ đi với trợ từ 「が」 cho động từ 「見える」 (nhìn thấy/xuất hiện). Mệnh đề này kết hợp với 「ものの」 để làm nổi bật sự tương phản với tình hình khó khănのdoanh nghiệp ở vế sau."
ものの,～とはうものの,N2,①四月とはいうものの風がつめたく、桜もまだだ。,開発が進んだとはいうものの、この地域には依然として手つかずの自然が残されている。,,開発が,進んだ,とはいうものの,、この地域には,依然として手つかずの自然が残されている。,Cấu trúc 「とはいうものの」 (đề bài viết lỗi chính tả thành 「とはうものの」) mang ý nghĩa tương phản 「mặc dù nói là... thế nhưng thực tế...」. Chủ ngữ 「開発が」 đi kèm động từ 「進んだ」 (đã phát triển) tạo thành mệnh đề giả định thực tế. Cụm này kết hợp với 「とはいうものの」 để thể hiện sự nhượng bộ. Vế sau bắt đầu bằng trạng ngữ chỉ địa điểm 「この地域には」 (ở khu vực này) nhằm giới thiệu thông tin thiên nhiên hoang sơ vẫn còn tồn tại.
