Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
とやら,Nとやら,N2,①例の啓子さんとやらとは、うまくいっていますか。,新しく就任した鈴木とやらいう市長は、市民の期待を背負っている。,新しく就任した,鈴木とやら,いう市長は、,市民の,期待を,背負っている。,"""鈴木とやら"" là cụm ""N + とやら"" dùng để chỉ một người/vật mà người nói nghe nói đến nhưng không biết rõ (ông Suzuki nào đó). ""いう"" bổ nghĩa cho ""市長"" (thị trưởng gọi là...). Tiếp theo là tân ngữ ""市民の期待を"" đi với động từ ""背負っている"" (gánh vác kỳ vọng của người dân)."
とやら,～とやら,N2,①私の答案を見て、先生がびっくりした顔をしていたとやら。,彼は都会の喧騒を離れ、深い森の奥深くで静かに暮らしているとやら。,彼は都会の喧騒を離れ、,深い森の,奥深くで,静かに暮らしている,とやら,。,"Vế đầu nêu trạng ngữ ""都会の喧騒を離れ"" (rời xa ồn ào đô thị). Tiếp theo là trạng ngữ chỉ địa điểm ""深い森の奥深くで"" (ở nơi sâu thẳm của khu rừng rậm), đi với hành động ""静かに暮らしている"" (đang sống lặng lẽ). Cuối cùng kết hợp với vĩ tố ""とやら"" để truyền đạt lại thông tin nghe loáng thoáng, không chắc chắn (nghe nói là...)."
とりわけ,,N3,①兄弟は3人とも頭がよいが、次男はとりわけ優秀だ。,今年の夏は各地で豪雨が続いたが、とりわけこの地域での被害が甚大だった。,今年の夏は各地で豪雨が続いたが、,とりわけ,この地域での,被害が,甚大だった,。,"Vế đầu nêu bối cảnh mưa lớn diện rộng. Phó từ ""とりわけ"" (đặc biệt là, nổi bật nhất là) đứng đầu vế sau để nhấn mạnh tính chất đặc biệt. Sau đó là cụm chủ ngữ ""この地域での被害が"" (thiệt hại ở khu vực này) và tính từ ""甚大だった"" (đã rất nghiêm trọng/nặng nề) để hoàn thành câu."
とんだ,とんだN,N2,①あなたが邪魔したなどと、とんだ思い違いをしていました。,彼の不注意な一言がきっかけで、とんだ誤解を招くことになってしまった。,彼の不注意な一言がきっかけで、,とんだ,誤解を,招くことに,なってしまった,。,"Vế đầu chỉ nguyên nhân ""彼の不注意な一言がきっかけで"" (bắt nguồn từ một lời nói thiếu cẩn trọng của anh ta). Tiếp theo là cấu trúc ""とんだ + N"" để chỉ một sự việc tồi tệ, ngoài dự tính, ở đây là ""とんだ誤解"" (sự hiểu lầm tai hại). Cụm tân ngữ này đi với động từ ""招く"" (dẫn đến), kết hợp với cấu trúc ""～ことになってしまった"" (đã dẫn đến kết cục không mong muốn)."
とんでもない,とんでもないN,N3,①子供は時々とんでもない質問をして親を困らせることがある。,容疑者は白昼の駅前で、とんでもない事件を引き起こして逃走した。,容疑者は白昼の駅前で、,とんでもない,事件を,引き起こして,逃走した,。,"Trạng ngữ chỉ thời gian, địa điểm là ""白昼の駅前で"" (trước nhà ga giữa ban ngày). Cụm ""とんでもない事件"" (vụ án kinh khủng, ngoài sức tưởng tượng) làm tân ngữ cho động từ ""引き起こして"" (gây ra). Cuối cùng là hành động tiếp diễn ""逃走した"" (đã tẩu thoát) hoàn thành câu phóng sự."
とんでもない,とんでもない,N4,①A：ずいぶん景気がよさそうですね。B：とんでもない。借金だらけで首が回りませんよ。,今回のプロジェクトの成功はあなたのおかげですねとんでもない。すべてチーム全員の努力の結晶です,今回のプロジェクトの成功はあなたのおかげですね,とんでもない,。すべて,チーム全員の,努力の結晶です,,"Đây là đoạn hội thoại trong tiểu thuyết. ""とんでもない"" được dùng đơn độc để phủ định mạnh mẽ, thể hiện sự khiêm tốn trước lời khen ngợi (Không có chi/Đâu có đâu). Tiếp theo, tác giả dùng ""すべて"" (tất cả) làm trạng từ cho danh từ kết hợp ""チーム全員の努力の結晶です"" (là kết tinh nỗ lực của toàn đội) để giải thích lý do."
どんな,どんなN＋助詞＋も,N4,①母は、どんなことでもやさしく聞いてくれる。,主人公は、どんな困難に直面しても最後まで諦めない強い意志を持っている。,主人公は、,どんな,困難に,直面しても,最後まで諦めない,強い意志を持っている。,"""どんな"" kết hợp với danh từ ""困難"" (khó khăn) và trợ từ ""に"" thành ""どんな困難に"" (bất kỳ khó khăn nào). Theo sau là động từ chia thể Te-mo ""直面しても"" (dù đối mặt với). Cụm này bổ nghĩa cho hành động tiếp theo ""最後まで諦めない"" (không từ bỏ đến cùng), định ngữ cho danh từ ""強い意志"" (ý chí mạnh mẽ) ở phần Suffix."
どんなに,どんなに～だろう（か）,N3,①希望校に合格できたら、どんなにいいだろうか。,この荒れ果てた土地に緑が戻れば、人々はどんなに喜ぶだろうか。,この荒れ果てた土地に緑が戻れば、,人々は,どんなに,喜ぶ,だろうか,。,"Vế điều kiện thiết lập bối cảnh ""土地に緑が戻れば"" (nếu màu xanh quay lại đất đai khô cằn này). Chủ ngữ vế sau ""人々は"" (mọi người). Tiếp theo là cấu trúc cảm thán ""どんなに...だろうか"" (biết bao nhiêu). Phó từ ""どんなに"" đi trước động từ ""喜ぶ"" (vui mừng), kết thúc bằng cấu trúc phỏng đoán/cảm thán ""だろうか"" ở cuối câu."
どんなに,どんなに～ても,N3,①どんなに金持ちでも愛惜に恵まれなければ幸福とは言えない。,どんなに時代が変化しても、家族の絆の大切さは変わらない。,,どんなに,時代が,変化しても、,家族の絆の,大切さは変わらない。,"Cấu trúc ""どんなに + V-ても"" biểu thị ý nghĩa ""cho dù... đến thế nào đi nữa"". Trạng từ ""どんなに"" đi kèm chủ ngữ ""時代が"" (thời đại) và động từ chia thể Te-mo ""変化しても"" (cho dù có thay đổi thế nào). Sau đó là cụm danh từ ""家族の絆の"" (của sợi dây liên kết gia đình) bổ nghĩa cho danh từ ""大切さは"" (tầm quan trọng) ở phần đuôi."
ないか,「～ないか」　は主として男性が使う。丁寧な言い方の「～ませんか」や「か」を省略した「～ない？」は男女ともに使う。V－ない（か）＜勧誘＞,N4,①ちょっと、食べてみない？,捜査の前に、あそこの喫茶店で温かいコーヒーでも飲まないか」と先輩が誘った。,捜査の前に、,あそこの喫茶店で,温かいコーヒーでも,飲まない,か」と,先輩が誘った。,"Bối cảnh tiểu thuyết trinh thám. Trạng ngữ địa điểm ""あそこの喫茶店で"" (ở quán cà phê đằng kia) đi với tân ngữ ""温かいコーヒーでも"" (như là cà phê ấm chẳng hạn). Động từ chia thể phủ định kết hợp với nghi vấn từ ""飲まないか"" dùng để rủ rê, mời mọc (Uống không?). Sau cùng là ""と"" dẫn gián tiếp hành động ""先輩が誘った"" (được đàn anh rủ)."
