Grammar,Usage,JLPT Level,Reference Example,Original Example,Prefix,Chunk1,Chunk2,Chunk3,Chunk4,Suffix,Explanation
いまごろ,いまころになって,N3,①注文していた本が、今ごろになってやっと届いた。,被災地への支援活動が、今頃になってようやく本格化し始めたとニュースは伝えている。,被災地への支援活動が、,今頃になって,ようやく,本格化し,始めたと,ニュースは伝えている。,'被災地への支援活動gが' đóng vai trò chủ ngữ của câu. Trạng từ '今頃になって' biểu thị trạng thái muộn màng (bây giờ mới chịu...). Phó từ 'ようやく' đi kèm để biểu thị sự việc cuối cùng cũng xảy ra sau một thời gian dài chờ đợi. Động từ '本格化する' (bắt đầu thực hiện một cách nghiêm túc/quy mô lớn) được chia ở thể liên dụng là '本格化し' để nối với động từ phụ trợ '始める' thành '本格化し始めた'. Trợ từ 'と' ở Chunk 4 đóng vai trò trích dẫn nội dung cho vị ngữ tường thuật 'ニュースは伝えている' ở phần Suffix.
いまごろ,いまごろ　V－ても／V－たところで,N3,①今ごろ佐藤さんに電話しても、もううちを出ているのではないだろうか。,事件の今頃になって証拠を探したところで、すでに隠滅されているだろう。,事件の,今頃になって,証拠を,探した,ところで、,すでに隠滅されているだろう。,"Cụm từ '事件の' (của vụ án) bổ nghĩa cho danh từ '証拠' (bằng chứng) ở Chunk 3. Trạng từ '今頃になって' (đến giờ này mới...) bổ nghĩa cho hành động tìm kiếm '探したところで' phía sau. Cấu trúc ngữ pháp '~たところで' biểu thị ý nghĩa 'cho dù... đi chăng nữa (thì cũng vô ích)', đòi hỏi động từ đứng trước phải chia ở thể quá khứ (た形) là '探した'. Phần Suffix 'すでに隠滅されているだろう' (chắc đã bị tiêu hủy rồi) diễn tả kết quả tất yếu mang tính phủ định/vô vọng sau vế giả định."
いまさら,いまさら,N2,①もうその問題は解決済みなのに、今さらどうしようというのですか。,事態がここまで悪化した以上、今更過去の決定を悔やんでも始まらない。,事態がここまで悪化した以上、,今更,過去の,決定を,悔やんでも,始まらない。,Vế '事態がここまで悪化した以上' (Một khi tình hình đã xấu đi đến mức này) đóng vai trò tiền đề cho câu. Trạng từ '今更' (đến giờ phút này mới...) bổ nghĩa cho hành động hối tiếc '悔やんでも' ở Chunk 4. Cụm danh từ '過去の決定' (quyết định trong quá khứ) đóng vai trò là tân ngữ đi với trợ từ 'を'. Động từ '悔やむ' chia ở thể 'ても' kết hợp với Suffix '始まらない' tạo thành cấu trúc quen thuộc '〜ても始まらない' (dẫu có... cũng vô ích/chẳng giải quyết được gì).
いまさら,いまさらV－ても　いまさらV－たところで,N2,①今さら文句を言われてもどうしようもない。,厳しい世論に対し、今更政府が政策を修正したところで、国民の信頼は取り戻せない。,厳しい世論に対し、,今更,政府が,政策を,修正したところで、,国民の信頼は取り戻せない。,Cụm '厳しい世論に対し' (Đối phó với dư luận gay gắt) làm trạng ngữ chỉ bối cảnh. Trạng từ '今更' (đến giờ mới...) kết hợp với cấu trúc '〜たところで' (cho dù... cũng vô ích) nhằm nhấn mạnh tính chất muộn màng của hành động. '政府が' là chủ ngữ của vế phụ thực hiện hành động '政策を修正した' (sửa đổi chính sách). Cấu trúc '修正したところで' dẫn tới một kết quả phủ định không thể đảo ngược ở Suffix là '国民の信頼は取り戻せない' (không thể lấy lại lòng tin của người dân).
いまさら,いまさらながら,N2,①今さらながら彼の賢さには感心する。,その名作を読み返し、今更ながら著者の洞察力の深さに驚かされた。,その名作を読み返し、,今更ながら,著者の,洞察力の,深さに,驚かされた。,"Vế 'その名作を読み返し' (đọc lại tác phẩm danh tiếng đó) đóng vai trò dẫn dắt lý do. Cấu trúc '今更ながら' (dù đã muộn/một lần nữa lại...) thể hiện việc người nói nhận thức sâu sắc lại một sự thật vốn đã biết từ trước. Cụm danh từ ghép '著者の洞察力の深さ' (độ sâu trong khả năng thấu suốt của tác giả) đóng vai trò là nguyên nhân gây ra cảm xúc, đi với trợ từ 'に' để kết nối với động từ thể bị động '驚かされた' (bị làm cho kinh ngạc/vô cùng kinh ngạc) ở Suffix."
いまさら,いまさらのように,N2,①そういえば昔はここでよく友達と鬼ごっこをしたなあと、今さらのようになつかしく思った。,終戦から長い歳月が流れたが、戦争の悲惨さが今さらのように人々の胸に迫ってくる。,終戦から長い歳月が流れたが、,戦争の,悲惨さが,今さらのように,人々の,胸に迫ってくる。,Vế '終戦から長い歳月が流れたが' (Dù thời gian dài đã trôi qua kể từ khi chiến tranh kết thúc) tạo bối cảnh đối lập về mặt thời gian. '戦争の悲惨さが' (sự bi thảm của chiến tranh) làm chủ ngữ chính cho vế sau. Trạng từ '今さらのように' (như thể đến tận bây giờ mới cảm nhận rõ) bổ nghĩa cho cụm động từ chỉ trạng thái tinh thần '胸に迫ってくる' (dâng trào trong lòng). '人々の' bổ nghĩa cho danh từ '胸' (lòng/ngực) ở phần Suffix.
いまだ,いまだに,N2,①あの人いまだに病気で寝込んでるんだって。,数年前に起きた事故の真相は、未だに厚い闇に包まれている。,数年前に起きた,事故の,真相は、,未だに,厚い,闇に包まれている。,"Cụm '数年前に起きた' bổ nghĩa cho '事故' (vụ tai nạn xảy ra vài năm trước). '真相は' đóng vai trò chủ ngữ chính của câu. Trạng từ '未だに' (cho đến nay vẫn...) nhấn mạnh một trạng thái kéo dài dai dẳng không đổi, bổ nghĩa cho vị ngữ '包まれている' ở Suffix. Tính từ '厚い' (dày đặc) ở Chunk 4 bổ nghĩa trực tiếp cho danh từ '闇' (bóng tối) ở phần Suffix."
いまだ,いまだ（に）V－ない,N2,①行方不明の二人の消息は未だにつかめていない。,経済再建に向けた具体的な方針は、未だに国民に提示されていない。,経済再建に向けた,具体的な,方針は、,未だに,国民に,提示されていない。,"Cụm '経済再建に向けた' (hướng tới khôi phục kinh tế) bổ nghĩa cho cụm danh từ '具体的な方針' (phương châm cụ thể). '方針は' đóng vai trò chủ ngữ chính của câu. Trạng từ '未だに' luôn đi kèm với thể phủ định ở cuối câu, tạo thành cấu trúc '未だに〜提示されていない' (vẫn chưa được đưa ra). Trợ từ 'に' đi sau '国民' ở Chunk 4 chỉ đối tượng tiếp nhận của hành động bị động '提示されていない' ở phần Suffix."
いまでこそ,だが　いまでこそし～A／～Vが,N2,①二人は今でこそ円満に暮らしているが、結婚当初は毎日喧嘩が絶えなかった。,この地域は今でこそ多くのビルが立ち並んでいるが、かつては寂しい漁村だった。,この地域は,今でこそ,多くの,ビルが,立ち並んでいるが、,かつては寂しい漁村だった。,'この地域は' là chủ đề chính của toàn câu. Cấu trúc '今でこそ...が' (Bây giờ thì... nhưng...) thể hiện sự tương phản sâu sắc giữa hiện tại và quá khứ. Vế hiện tại '多くのビルが立ち並んでいる' (nhiều tòa nhà mọc san sát) đi sau '今でこそ'. Trợ từ liên kết 'が' ở cuối Chunk 4 đóng vai trò nối ngược vế hiện tại với vế quá khứ ở phần Suffix 'かつては寂しい漁村だった' (trước đây vốn là một ngôi làng chài hẻo lánh).
いまに,,N2,①あんなに働いていたら、あいつは今に過労で倒れるだろう。,そのような杜撰な経営を続ければ、今に破綻するだろう。,そのような,杜撰な,経営を,続ければ、,今に,破綻するだろう。,"'そのような' (như thế) bổ nghĩa cho tính từ đuôi na '杜撰な' (cẩu thả, kém cỏi). Cụm '杜撰な経営を' đóng vai trò là tân ngữ cho động từ điều kiện '続ければ' (nếu tiếp tục). Trạng từ '今に' (chẳng mấy chốc/sớm muộn gì cũng) chỉ một kết quả không tốt sẽ xảy ra trong tương lai gần dựa trên hiện trạng, bổ nghĩa trực tiếp cho vế phỏng đoán '破綻するだろう' (chắc chắn sẽ sụp đổ/phá sản) ở phần Suffix."
